CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
19.722.048/0001-31;2020-06-30;2;TAB 1666 101;Rua Tabapuã 1666 - 101;2020-06-24;161.85;1;Apartamento residencial pronto para venda;0.0107819645140044;0.00998114710788098
19.722.048/0001-31;2020-09-30;1;JML 880 22;Rua José Maria Lisboa 880 - 22;2020-07-28;151;1;Apartamento para venda;0.008329;0.007999
19.722.048/0001-31;2020-09-30;1;CPF 65 151;Rua Cap. Pinto Ferreira 65 - 151;2020-07-22;134.6;1;Apartamento para venda;0.007694;0.007388
19.722.048/0001-31;2020-09-30;1;PJM 758 33;Rua Padre João Manuel 758 - 33;2020-09-10;154.29;1;Apartamento para venda;0.007944;0.007629
19.722.048/0001-31;2020-09-30;1;CAC 74 82;Rua Caconde 74 - 82;2020-08-28;100.55;1;Apartamento para venda;0.004673;0.004488
19.722.048/0001-31;2020-09-30;1;FR 435 111;Alameda Franca 435 - 111;2020-08-20;131;1;Apartamento para venda;0.006791;0.006521
19.722.048/0001-31;2020-09-30;1;JAU 588 101;Alameda Jaú 588 - 101;2020-07-29;149.337;1;Apartamento para venda;0.009952;0.009557
19.722.048/0001-31;2020-09-30;1;ML 105 64;Rua Marcos Lopes 105 - 64;2020-07-29;84.91;1;Apartamento para venda;0.005197;0.004991
19.722.048/0001-31;2020-09-30;1;FR 435 101;Alameda Franca 435 - 101;2020-09-18;131;1;Apartamento para venda;0.006745;0.006477
19.722.048/0001-31;2020-09-30;1;JF 408 122;Rua Jaques Félix 408 - 122;2020-07-28;128.4;1;Apartamento para venda;0.009144;0.008781
19.722.048/0001-31;2020-09-30;1;ITA 198 51;Rua Itacema 198 - 51;2020-09-30;105.95;1;Apartamento para venda;0.005732;0.005505
19.722.048/0001-31;2020-09-30;1;BPA 292 131;Rua Bandeira Paulista, 292 - 131;2020-07-22;119.89;1;Apartamento para venda;0.006544;0.006284
19.722.048/0001-31;2020-09-30;1;BPA 87 81;Rua Bandeira Paulista 87 - 81;2020-09-04;96.56;1;Apartamento para venda;0.005477;0.00526
19.722.048/0001-31;2020-09-30;1;JAU 712 101;Alameda Jaú 712 - 101;2020-07-09;119.38;1;Apartamento para venda;0.004772;0.004583
19.722.048/0001-31;2020-09-30;1;FR 35 10;Alameda Franca 35 - 10;2020-07-08;244.16;1;Apartamento para venda;0.013552;0.013014
19.722.048/0001-31;2020-09-30;1;CON 3268 112;Rua da Consolação 3268 - 112;2020-08-14;122.78;1;Apartamento para venda;0.007722;0.007416
19.722.048/0001-31;2020-09-30;1;PED 328 62;Rua Pedroso Alvarenga, 328 - 62;2020-09-30;154.965;1;Apartamento para venda;0.006788;0.006519
19.722.048/0001-31;2020-12-31;1;PED 599 50;Rua Pedroso Alvarenga 599 -50;2020-10-13;200.55;1;Apartamento para venda;0.008329;0.007999
19.722.048/0001-31;2020-12-31;1;AF 109 71;Rua Antônio Felício, 109 -71;2020-10-13;110.95;1;Apartamento para venda;0.007694;0.007388
19.722.048/0001-31;2020-12-31;1;CAC 50 82;Rua Caconde, 50 -82;2020-10-20;128.78;1;Apartamento para venda;0.007944;0.007629
19.722.048/0001-31;2020-12-31;1;CAC 49 53;Rua Caconde, 49  -53;2020-10-21;159.9;1;Apartamento para venda;0.004673;0.004488
19.722.048/0001-31;2020-12-31;1;BB 435 81;Rua Bueno Brandão, 435 -81;2020-10-28;102.36;1;Apartamento para venda;0.006791;0.006521
19.722.048/0001-31;2020-12-31;1;QUA 936 32;Rua Quatá 936 -32;2020-11-27;57.29;1;Apartamento para venda;0.009952;0.009557
19.722.048/0001-31;2020-12-31;1;IA 84 84;Rua Iara 84 -84;2020-12-16;44.45;1;Apartamento para venda;0.005197;0.004991
19.722.048/0001-31;2020-12-31;1;CAC 426 91;Rua Caconde 426 -91;2020-12-22;179.11;1;Apartamento para venda;0.006745;0.006477
19.722.048/0001-31;2020-12-31;1;BPA 147 92;Rua Bandeira Paulista, 147 -92;2020-12-22;100.85;1;Apartamento para venda;0.009144;0.008781
19.722.048/0001-31;2020-12-31;1;JF 76 61;Rua Jaques Félix 76 -61;2020-12-23;201.375;1;Apartamento para venda;0.005732;0.005505
19.722.048/0001-31;2020-12-31;1;JL 713 121;Rua João Lourenço 713 -121;2020-11-30;161.45;1;Apartamento para venda;0.006544;0.006284
19.722.048/0001-31;2020-12-31;1;MLO 272 A154;Rua Marcos Lopes 272 -A154;2020-10-28;73.73;1;Apartamento para venda;0.005477;0.00526
19.722.048/0001-31;2020-12-31;1;#JL 713 121;Rua João Lourenço 713 - 121;2020-11-30;161.45;1;Apartamento para venda;0.004772;0.004583
20.003.001/0001-05;2020-12-31;1;Imóvel Creative PE;Avenida Conde de Boa Vista, 770, Soledade, Recife/PE;2020-11-12;2001.25;1;Não possui caracteristicas que destoem dos demais;1;0.135
21.126.204/0001-43;2020-12-31;1;GUARULHOS;Rua D. Pedro II, 27, 31 e 35 - Centro;2020-11-25;818;1;N/A;0.009453;0.009461
21.126.204/0001-43;2020-12-31;1;COPACABANA;Av. Nossa Senhora de Copacabana, 748;2020-11-19;2215;1;N/A;0.026715;0.026737
21.126.204/0001-43;2020-12-31;1;RIO GRANDE;Rua General Bacelar, 268;2020-10-07;922;1;N/A;0.007025;0.007025
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 14C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-10-12;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 23B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-29;47.43;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 25B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-10-12;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 25C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-19;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 31A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-12-15;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 34C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-12;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 36B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-25;47.43;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 43C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-10-12;47.43;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 54C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-20;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 74C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-23;52.66;1;;0.0001;0.0001
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 84C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2020-11-22;52.66;1;;0.0001;0.0001
22.957.521/0001-74;2020-06-30;1;xangri-la;Terreno no Município de Xangri-la;2020-02-10;2400000;10;Lojas do município de Xangri-la;1;
23.570.871/0001-46;2020-12-31;2;Wtorre Morumbi;Avenida das Nações Unidas, 14.261, São Paulo/SP;2020-12-16;23406.79;29;NA;0.25;0.592
23.964.908/0001-10;2020-03-31;2;SPT3 - 2204;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-01-13;71.95;1;Não Há;0.0675876438026879;0.000990468441768013
23.964.908/0001-10;2020-03-31;2;Ed. Lumina Bauru - Ap 12-B;Rua Rodrigo Romeiro 483,Vila Santo Antonio da Boa Vista, CEP: 17012-160 - SP;2020-01-27;89.03;1;Não Há;0.0928030339906137;0.00135998936042762
23.964.908/0001-10;2020-03-31;2;Ed. Lumina Bauru - Ap 124;Rua Rodrigo Romeiro 483,Vila Santo Antonio da Boa Vista, CEP: 17012-160 - SP;2020-01-27;155.28;1;Não Há;0.149472673794406;0.00219045905391003
23.964.908/0001-10;2020-03-31;2;Ed. Lumina Bauru - Ap 24-B;Rua Rodrigo Romeiro 483,Vila Santo Antonio da Boa Vista, CEP: 17012-160 - SP;2020-02-14;64.65;1;Não Há;0.0738265032306283;0.00108189629793121
23.964.908/0001-10;2020-03-31;2;Ed. Lumina Bauru - Ap 23-A;Rua Rodrigo Romeiro 483,Vila Santo Antonio da Boa Vista, CEP: 17012-160 - SP;2020-02-20;89.03;1;Não Há;0.0933229389429421;0.00136760834844122
23.964.908/0001-10;2020-03-31;2;SPT3 - 1307;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-13;51.03;1;Não Há;0.0748427640404693;0.00109678917189634
23.964.908/0001-10;2020-03-31;2;Edificio Paço Imperial - Unidade 103;Rua Amália Bernardino de Souza 454, Boa Viagem, CEP: 51021150 - PE;2020-03-20;72.3;1;Não Há;0.0740864557067925;0.00108570579193801
23.964.908/0001-10;2020-03-31;2;SPT3 - 2101;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-26;70.85;1;Não Há;0.081885029991718;0.00119999061214202
23.964.908/0001-10;2020-03-31;2;SPT3 - 2114;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-26;51.03;1;Não Há;0.0665478338980311;0.000975230465740812
23.964.908/0001-10;2020-03-31;2;SPT3 - 2405;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-26;70.85;1;Não Há;0.081885029991718;0.00119999061214202
23.964.908/0001-10;2020-03-31;2;SPT3 - 2406;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-26;51.03;1;Não Há;0.0665478338980311;0.000975230465740812
23.964.908/0001-10;2020-03-31;2;SPT3 - 2006;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2020-03-27;61.81;1;Não Há;0.0771922587119622;0.00113122002634378
23.964.908/0001-10;2020-03-31;2;SPT3 - 2006;;;;;;;
23.964.908/0001-10;2020-06-30;1;SPTM - 1806;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-04-24;46.3;1;N/A;0.0154265576168628;0.00109146571181978
23.964.908/0001-10;2020-06-30;1;Prédio Comercial - São José dos Pinhais/PR;Avenida das Torres, 2392, São Cristovão, Lote E-029, São José dos Pinhais - PR;2020-04-16;3168.47;1;N/A;0.930248021809961;0.065817264260167
23.964.908/0001-10;2020-06-30;1;SPTM - 1211;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-05-15;34.5;1;N/A;0.0123013498237915;0.000870349813304567
23.964.908/0001-10;2020-06-30;1;SPTM - 1218;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-06-03;40.25;1;N/A;0.0138307068289115;0.000978555465769459
23.964.908/0001-10;2020-06-30;1;SPTM - 1216;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-06-09;44.4;1;N/A;0.0148946073542124;0.00105382896313634
23.964.908/0001-10;2020-09-30;1;SPTM - 2117;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-08-24;77.04;1;N/A;0.31383;0.001671
23.964.908/0001-10;2020-09-30;1;SPTM - 2301;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-09-10;35.3;1;N/A;0.166667;0.000887
23.964.908/0001-10;2020-09-30;1;SPTM - 1807;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-08-26;46.3;1;N/A;0.205674;0.001095
23.964.908/0001-10;2020-09-30;1;SPTM - 2017;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-09-24;77.04;1;N/A;0.31383;0.001671
23.964.908/0001-10;2020-12-31;1;Terreno - SHC - Campo do Goytacazes;Avenida Silvio Basto Tavares, 341/351 e 329/339 - Parque Presidente Juscelino;2021-01-19;2958;1;N/A;0.199952293539923;0.018372072960657
23.964.908/0001-10;2020-12-31;1;Terreno - Guarujá;Av. Dom Pedro I, lotes 2 a 8 da Quadra J (Guarujá Central Park) - Jardim Belmar;2020-12-23;7894.53;1;N/A;0.273638032419651;0.0251424867773306
23.964.908/0001-10;2020-12-31;1;Prédio Comercial - Magé/RJ;Av. N Sra. da Piedade, 75 - Jardim N. Sra. da Piedade /Magé;2020-11-13;4260;1;N/A;0.508053057880381;0.0466810741803249
23.964.908/0001-10;2020-12-31;1;SPTM - 2017;Av Tancredo  Neves, 199, São Caetano, Salvador - BA;2020-09-24;77.04;1;N/A;0.0183566161600448;0.00168664777698977
23.964.908/0001-10;2020-12-31;1;SPT3 - 2006;;;;;;;
24.703.709/0001-11;2020-09-30;1;Apto Nº2 - Ed. Pedra Branca - R. Jorge;Rua Jorge Coelho nº 157;2020-09-10;107.81;1;Direito de propriedade;0.065572;0.054216
24.703.709/0001-11;2020-09-30;1;Apto Nº71 - Ed. Arly - R. Mourato Coelho;Rua Morato Coelho Nº 112;2020-09-16;83.8;1;Direito de propriedade;0.048581;0.037552
24.703.709/0001-11;2020-09-30;1;Apto Nº114 - Ed Caroline - R. Urimonduba;Rua Urimonduba, nº 114;2020-09-16;31.1;1;Direito de propriedade;0.084218;0.065098
24.703.709/0001-11;2020-12-31;1;Apto Nº21 - Ed. Vila Real - R. P. Alvaren;Rua Pedroso Alvarenga, Nº 466;2020-10-13;57.86;1;Direito de propriedade;0.080846;0.070965
24.703.709/0001-11;2020-12-31;1;Apto Nº94 - Ed. Guaraí - R. Dr. Mello Al;Rua Dr. Mello Alves nº 247;2020-11-27;96.32;1;Direito de propriedade;0.07202;0.060077
24.796.967/0001-90;2020-03-31;1;MPR 159 73;Rua Martinico Prado 159 - 73;2020-01-04;69.4;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;ARI 661 141;Rua Araguari, 661 - 141;2020-01-21;88.53;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;RPB 56 71;Rua DRua Renato Paes de Barros 56 - 71;2020-01-23;180;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;PED 372 62;Rua Pedroso Alvarenga 372 - 62;2020-01-31;187;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;MRA 1274 3;Alameda Ministro Rocha Azevedo 1274 - 31;2020-02-03;249.49;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;PER 104 121;Rua Periquito 104 - 121;2020-02-06;61;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;CB 559 19;Alameda Casa Branca, 559 - 19;2020-02-20;306.06;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;AR 578 54;Rua Araguari 578 - 54;2020-02-28;101.39;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;MGD 134 81;Rua Manuel Guedes 134 - 81;2020-02-28;190;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;TU 536 76;Rua Tuim 536 - 76;2020-03-31;56;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;MRA 932 71;Alameda Min. Rocha Azevedo 932 - 71;2020-02-28;191.06;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;JEL 834 41;Alameda Joaquim Eugênio de Lima 834 - 41;2020-02-28;184.66;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;MF 220 8;Rua Dr. Mario Ferraz, 220 - 8;2020-02-28;240.7;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;OBR 75 21;Rua Ouro Branco 75 - 21;2020-02-28;194.28;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;ITU 1329 71;Alameda Itu 1329 - 71;2020-02-28;195.64;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;CON 3665 22;Rua da Consolação 3665 - 22;2020-02-28;203.18;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;BAT 362 71;Rua Batataes, 362 - 71;2020-02-28;209.84;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;JML 1055 5;Rua José Maria Lisboa 1055 - 5;2020-02-28;207.2;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;BPA 780 71;Rua Bandeira Paulista 780 - 71;2020-02-28;182;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;JAU 1486 9;Alameda Jaú 1486 - 9;2020-02-28;239;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;JML 852 21;Rua José Maria Lisboa 852 - 21;2020-02-28;198.075;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-03-31;1;BAT 362 91;Rua Batataes, 362 - 91;2020-02-28;209.84;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2020-06-30;1;MPR 159 73;Rua Martinico Prado 159 - 73;2020-04-01;69.4;1;Apartamento residencial pronto para venda;0.00202091273684631;0.00205495632326341
24.796.967/0001-90;2020-06-30;1;GVT 879 203;Rua Gaivota 879 - 203;2020-04-01;54.15;1;Apartamento residencial pronto para venda;0.00211371538940988;0.0021493222967288
24.796.967/0001-90;2020-06-30;1;CAN 917 131;Rua Canário 917 - 131;2020-04-15;97.45;1;Apartamento residencial pronto para venda;0.0035668324438339;0.0036269180508584
24.796.967/0001-90;2020-06-30;1;BAT 333 101;Rua Batataes 333 - 101;2020-04-23;225.35;1;Apartamento residencial pronto para venda;0.00874603868680799;0.00889337138376859
24.796.967/0001-90;2020-06-30;1;JL 695 121;Rua João Lourenço 695 - 121;2020-04-30;212;1;Apartamento residencial pronto para venda;0.00794244913976359;0.0080762448493571
24.796.967/0001-90;2020-06-30;1;CAN 890 42;Rua Canário 890 - 42;2020-05-07;57.605;1;Apartamento residencial pronto para venda;0.00222670164486531;0.00226421187897386
24.796.967/0001-90;2020-06-30;1;CA 853 22;Rua Casa do Ator 853 - 22;2020-06-12;66.83;1;Apartamento residencial pronto para venda;0.00194383783068182;0.00197658304029087
24.796.967/0001-90;2020-06-30;1;TU 523 51;Rua Tuim 523 - 51;2020-06-24;165.91;1;Apartamento residencial pronto para venda;0.00684553339132366;0.00696085084334898
24.796.967/0001-90;2020-09-30;1;AAP 566 907;Avenida Ataulfo de Paiva 566 - 907;2020-09-11;60;1;Apartamento residencial pronto para venda;0.00358690630255733;0.00342615945551569
24.796.967/0001-90;2020-09-30;1;AB 141 72;Rua Antônio Borba 141  - 72A;2020-09-30;93.65;1;Apartamento residencial pronto para venda;0.00198970344650009;0.00190053508563581
24.796.967/0001-90;2020-09-30;1;AIC 668 62;Alameda dos Aicás 668 - 62;2020-07-10;187.75;1;Apartamento residencial pronto para venda;0.00524411307799969;0.00500909867513746
24.796.967/0001-90;2020-09-30;1;ANA 746 72;Alameda dos Anapurus 746  - 72;2020-07-24;60.325;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-09-30;1;AR 390 51B;Alameda dos Arapanés 390 - 51B;2020-08-07;114.85;1;Apartamento residencial pronto para venda;0.00343658561185752;0.00328257537152843
24.796.967/0001-90;2020-09-30;1;ARA 628 131;Alameda dos Arapanés 628 - 131;2020-08-24;198.53;1;Apartamento residencial pronto para venda;0.00611652135368327;0.00584241006123984
24.796.967/0001-90;2020-09-30;1;BAT 577 41;Rua Batataes 577 - 41;2020-09-30;305.98;1;Apartamento residencial pronto para venda;0.0100860758827517;0.00963406940128345
24.796.967/0001-90;2020-09-30;1;CAS 155 66B;Rua Castilho 155 - 66B;2020-09-30;44.86;1;Apartamento residencial pronto para venda;0.00163345529558728;0.00156025215995981
24.796.967/0001-90;2020-09-30;1;CB 755 11;Alameda Casa Branca 755 - 11;2020-09-10;231.01;1;Apartamento residencial pronto para venda;0.00667529604420501;0.0063761433199171
24.796.967/0001-90;2020-09-30;1;GA 440 403;Rua General Artigas 440 - 403;2020-08-25;78;1;Apartamento residencial pronto para venda;0.0055781762336993;0.0053281908239409
24.796.967/0001-90;2020-09-30;1;GIR 770 61;Rua Girassol 770 - 61;2020-09-30;153.72;1;Apartamento residencial pronto para venda;0.00502221503204092;0.00479714496790511
24.796.967/0001-90;2020-09-30;1;GRA 379 33;Rua Graúna 379 - 33;2020-07-10;109.51;1;Apartamento residencial pronto para venda;0.0032841178753218;0.00313694046134958
24.796.967/0001-90;2020-09-30;1;ITU 929 101;Alameda Itu 929 - 101;2020-07-31;288.15;1;Apartamento residencial pronto para venda;0.0135934315606338;0.0129842432854089
24.796.967/0001-90;2020-09-30;1;JES 719 44;Rua Jesuíno Arruda 719 - 44;2020-09-08;53.3575;1;Apartamento residencial pronto para venda;0.00215195827677418;0.00205551848192646
24.796.967/0001-90;2020-09-30;1;MTC 50 61;Rua Mourato Coelho 50 - 61;2020-08-11;144.67;1;Apartamento residencial pronto para venda;0.00501522081552589;0.00479046419650336
24.796.967/0001-90;2020-09-30;1;MTC 50 64;Rua Mourato Coelho 50 - 64;2020-07-31;149.5;1;Apartamento residencial pronto para venda;0.00498897532722783;0.00476539489713724
24.796.967/0001-90;2020-09-30;1;NHA 1170 84;Alameda dos Nhambiquaras 1170 - 84;2020-07-22;41.935;1;Apartamento residencial pronto para venda;0.00147752480352742;0.00141130967729914
24.796.967/0001-90;2020-09-30;1;RP 296 907;Rua Paim 296 - 907;2020-08-28;36.36;1;Apartamento residencial pronto para venda;0.00108109426038654;0.0010326451292821
24.796.967/0001-90;2020-09-30;1;SER 678 13A;Rua Sergipe 678 - 13A;2020-09-21;226;1;Apartamento residencial pronto para venda;0.00627288826286791;0.00599176940303552
24.796.967/0001-90;2020-12-31;2;SBR 538 82;Rua Sabará 538 - 82;2020-10-16;151.2;1;Apartamento residencial pronto para venda;0.00358690630255733;0.00342615945551569
24.796.967/0001-90;2020-12-31;2;ARI 679 8;Rua Araguari 679 - 8;2020-10-20;220.83;1;Apartamento residencial pronto para venda;0.00198970344650009;0.00190053508563581
24.796.967/0001-90;2020-12-31;2;GRA 379 63;Rua Graúna 379 - 63;2020-10-22;109.51;1;Apartamento residencial pronto para venda;0.00524411307799969;0.00500909867513746
24.796.967/0001-90;2020-12-31;2;PRA 404 54;Rua Professor Artur Ramos 404 - 54;2020-10-22;44.32;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;TON 68 901;Rua Tonelero 68 - 901;2020-10-23;69;1;Apartamento residencial pronto para venda;0.00343658561185752;0.00328257537152843
24.796.967/0001-90;2020-12-31;2;ARP 419 104;Alameda dos Arapanés 419 - 104;2020-10-29;46;1;Apartamento residencial pronto para venda;0.00611652135368327;0.00584241006123984
24.796.967/0001-90;2020-12-31;2;AGO 26 105;Rua Almeida Godinho 26 - 105;2020-11-03;87;1;Apartamento residencial pronto para venda;0.0100860758827517;0.00963406940128345
24.796.967/0001-90;2020-12-31;2;HAV 292 82;Rua Havaí 292 - 82;2020-11-16;135.16;1;Apartamento residencial pronto para venda;0.00163345529558728;0.00156025215995981
24.796.967/0001-90;2020-12-31;2;CES 269 93;Rua Comendador Eduardo Saccab 269 - 93;2020-11-18;141.03;1;Apartamento residencial pronto para venda;0.00667529604420501;0.0063761433199171
24.796.967/0001-90;2020-12-31;2;IND 458 61;Rua Indiana 458 - 61;2020-11-18;167.49;1;Apartamento residencial pronto para venda;0.0055781762336993;0.0053281908239409
24.796.967/0001-90;2020-12-31;2;ARI 661 21;Rua Araguari 661 - 21;2020-11-30;88.53;1;Apartamento residencial pronto para venda;0.00502221503204092;0.00479714496790511
24.796.967/0001-90;2020-12-31;2;PRA 404 53;Rua Professor Artur Ramos 404 - 53;2020-11-30;44.32;1;Apartamento residencial pronto para venda;0.0032841178753218;0.00313694046134958
24.796.967/0001-90;2020-12-31;2;GSE 205 501;Rua General Severiano 205 - 501;2020-11-30;71;1;Apartamento residencial pronto para venda;0.0135934315606338;0.0129842432854089
24.796.967/0001-90;2020-12-31;2;MAC 417 54;Avenida Macuco 417 - 54;2020-12-08;110.42;1;Apartamento residencial pronto para venda;0.00215195827677418;0.00205551848192646
24.796.967/0001-90;2020-12-31;2;PIN 519 140;Rua Pintassilgo 519 - 140;2020-12-14;161.2;1;Apartamento residencial pronto para venda;0.00501522081552589;0.00479046419650336
24.796.967/0001-90;2020-12-31;2;TU 603 24;Rua Tuim 603 - 24;2020-11-26;70.13;1;Apartamento residencial pronto para venda;0.00498897532722783;0.00476539489713724
24.796.967/0001-90;2020-12-31;2;IN 902 11B;Rua Inhambu 902 - 11B;2020-10-23;101.51;1;Apartamento residencial pronto para venda;0.00147752480352742;0.00141130967729914
24.796.967/0001-90;2020-12-31;2;PE 88 101B;Rua Pernambuco 88 - 10 B;2020-11-27;253.13;1;Apartamento residencial pronto para venda;0.00108109426038654;0.0010326451292821
24.796.967/0001-90;2020-12-31;2;HEL 151 93;Rua Helena 151 - 93;2020-11-27;91.27;1;Apartamento residencial pronto para venda;0.00627288826286791;0.00599176940303552
24.796.967/0001-90;2020-12-31;2;RXN 333 122;Avenida Rouxinol 333 - 122;2020-11-19;145.8;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;CD 1200 162;Rua Coronel Diogo 1200 - 162;2020-12-21;63.81;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;#HEL 151 93;Rua Helena 151 - 93;2020-11-27;91.27;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;#PIN 519 140;Rua Pintassilgo 519 - 140;2020-12-14;161.2;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;#RXN 333 122;Avenida Rouxinol 333 - 122;2020-11-19;145.8;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;#SBR 538 82;Rua Sabará 538 - 82;2020-10-16;151.2;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
24.796.967/0001-90;2020-12-31;2;#SER 678 13A;Rua Sergipe 678 - 13A;2020-09-21;226;1;Apartamento residencial pronto para venda;0.0018280635301534;0.00174613904596644
26.502.761/0001-35;2020-09-30;1;EDIFÍCIO SAN GUSTAVO;Rua Marie Nader Calfat, 249 - Jd. Ampliação;2020-09-30;100;10;Não há;0;1E-05
28.516.650/0001-03;2020-09-30;1;Condomínio Bandeira Paulicéia;R. Santo Amaro, 27  - Bela Vista - SP;2020-08-20;27.37;1;N/A;0.1215;0.00187
28.516.650/0001-03;2020-12-31;1;Condomínio Bandeira Paulicéia;R. Santo Amaro, 27  - Bela Vista - SP;2020-10-01;52.38;1;N/A;0.0893;0.0035
28.516.650/0001-03;2020-12-31;1;Condomínio Bandeira Paulicéia;R. Santo Amaro, 27  - Bela Vista - SP;2020-10-15;95.03;1;N/A;0.1605;0.0062
28.516.650/0001-03;2020-12-31;1;Condomínio Bandeira Paulicéia;R. Santo Amaro, 27  - Bela Vista - SP;2020-10-13;52.69;1;N/A;0.0898;0.0035
28.516.650/0001-03;2020-12-31;1;Condomínio Bandeira Paulicéia;R. Santo Amaro, 27  - Bela Vista - SP;2020-12-23;48.79;1;N/A;0.215;0.0033
