CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
08.098.114/0001-28;2019-09-30;1;Loja 1-PA - Pátio Brasil Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja 123 - Plaza Shopping Niterói;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja 186-A - Rio de Janeiro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja 217 - Shopping Center Iguatemi Maceió;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;FOS - Iguatemi Fortaleza;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja 3-A - Shopping Barra Salvador;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;SVP - Shopping Piedade;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Âncora 2 - Shopping Center Curitiba;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Âncora 3 - Shopping ABC;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Âncora C - Shopping Center Iguatemi Maceió;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Âncora D - Minas Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Âncora D - Shopping Center Iguatemi Belém;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Comercial BHC - Belo Horizonte;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Loja Comercial 1 - Edifício Trade Center;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;NIG - Avenida Nilo Peçanha;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;CAC - Rua Treze de Maio;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;DQE - Praça do Pacificador;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;REC - Avenida Conde de Boa Vista;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;TIJ - Rua Conde de Bonfim;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;SPC - Centro de São Paulo;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Lojas de Rua - São Luís do Maranhão;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;NOR - Norte Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;Salão Multiplo Uso 1, 2 e 32 - Goiânia Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;BHD - Shopping Del Rey;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;COP - GAR;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-09-30;1;COP - Av. Nossa Senhora de Copacabana;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Box E - Loja 201 e 301 - Boulevard Rio Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Centro Administrativo - Barueri;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;CondomÍnio Ed. Santa Catarina;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja 1-PA - Pátio Brasil Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja 123 - Plaza Shopping Niterói;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja 186-A - Rio de Janeiro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja 217 - Shopping Center Iguatemi Maceió;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;FOS - Iguatemi Fortaleza;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja 3-A - Shopping Barra Salvador;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;SVP - Shopping Piedade;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Âncora 2 - Shopping Center Curitiba;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Âncora 3 - Shopping ABC;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Âncora C - Shopping Center Iguatemi Maceió;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Âncora D - Minas Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Âncora D - Shopping Center Iguatemi Belém;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Comercial BHC - Belo Horizonte;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Loja Comercial 1 - Edifício Trade Center;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;NIG - Avenida Nilo Peçanha;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;CAC - Rua Treze de Maio;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;DQE - Praça do Pacificador;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;REC - Avenida Conde de Boa Vista;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;TIJ - Rua Conde de Bonfim;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;SPC - Centro de São Paulo;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Lojas de Rua - São Luís do Maranhão;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;NOR - Norte Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;Salão Multiplo Uso 1, 2 e 32 - Goiânia Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;BHD - Shopping Del Rey;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;COP - GAR;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2019-12-31;1;COP - Av. Nossa Senhora de Copacabana;Não possui caracteristicas que destoem dos demais
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-03-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-06-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-09-30;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2019-12-31;1;Posto de Combustível;Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.431.747/0001-06;2019-03-31;1;-;-
08.431.747/0001-06;2019-06-28;1;-;-
08.431.747/0001-06;2019-09-30;1;-;-
08.431.747/0001-06;2019-12-31;2;-;-I36
08.693.497/0001-82;2019-03-31;1;não há;não há
08.693.497/0001-82;2019-06-30;1;não há;não há
08.693.497/0001-82;2019-09-30;1;não há;não há
08.693.497/0001-82;2019-12-31;1;não se aplica;não se aplica
08.696.175/0001-97;2019-03-31;1;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2019-03-31;1;Barry;Não Aplicável.
08.696.175/0001-97;2019-03-31;1;C&A;Não Aplicável.
08.696.175/0001-97;2019-03-31;1;Danfoss;Não Aplicável.
08.696.175/0001-97;2019-03-31;1;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2019-03-31;1;Magazine;Não Aplicável.
08.696.175/0001-97;2019-03-31;1;Telha Norte;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2019-06-30;1;Barry;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;C&A;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;Danfoss;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;Magazine;Não Aplicável.
08.696.175/0001-97;2019-06-30;1;Telha Norte;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2019-09-30;2;Barry;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;C&A;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;Danfoss;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;Magazine;Não Aplicável.
08.696.175/0001-97;2019-09-30;2;Telha Norte;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2019-12-31;1;Barry;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;C&A;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;Danfoss;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;Magazine;Não Aplicável.
08.696.175/0001-97;2019-12-31;1;Telha Norte;Não Aplicável.
08.706.065/0001-69;2019-03-29;1;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Estanplaza Funchal;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Nobile Paulista Prime;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Tryp Itaim;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Intercity Premium Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Meliá Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Ibis São Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Tryp Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Tryp Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Intercity Premium Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Ibis Budget Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Estanplaza Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Estanplaza Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Intercity Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Gran Estanplaza;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Tryp Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Estanplaza Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Estanplaza International;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-03-29;1;Staybridge Suites São Paulo;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Estanplaza Funchal;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Nobile Paulista Prime;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Tryp Itaim;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Meliá Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Ibis São Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Park Inn by Radisson Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Tryp Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Intercity Premium Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Ibis Budget Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Estanplaza Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Estanplaza Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Intercity Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Gran Estanplaza;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Tryp Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Estanplaza Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Estanplaza International;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-06-30;1;Staybridge Suites São Paulo;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Hotel Itaim São Paulo By Atlantica;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Park Inn by Radisson Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Estanplaza Funchal;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Nobile Paulista Prime;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Meliá Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Ibis São Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Tryp Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2019-09-30;2;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
