CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
21.126.204/0001-43;2016-12-31;1;Escritório Central;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Escritório;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 113;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 515;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 564;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 51;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 546;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 518;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 104;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 550;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 555;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 591;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 581;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 54;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 570;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 47;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 72;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 506;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 541;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 574;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 596;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 543;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 39;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 184;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 536;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 536-B;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 132;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 504;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 130;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 98;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 521;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 11;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 552;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 582;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja RS-5;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 22;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 53;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 529;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 69;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja RS-10;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 589;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 561;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 567;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 528;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 568;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 120;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 592;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 66;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 80;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 91;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 61;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 60;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja PE-4;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 551;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja PE-6;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja PE-7;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 93;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 512;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 512-B;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 512-C;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 512-D;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 517;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 513;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 558;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 514;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja PA-1;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659-B;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659-C;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659-D;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659-F;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 659-G;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 519;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.126.204/0001-43;2016-12-31;1;Loja 87;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M com garantia de Fiadores.
21.398.200/0001-14;2016-12-31;1;Gleba G,;Contrato de locação comercial.
21.408.063/0001-51;2016-12-31;1;Nada consta;Nada consta
21.500.481/0001-74;2016-12-31;1;Edifício Botafogo;Contrato de locação típico, com reajuste anual pelo IPCA.
21.500.500/0001-62;2016-12-31;1;não há;não há
21.826.249/0001-20;2016-12-31;2;N/A;N/A
21.917.235/0001-12;2016-12-31;1;Contratos comerciais;Contrato de locação comercial.
22.003.469/0001-17;2016-12-31;1;Imoveis comerciais e residenciais;Clausulas de reajustes anuais.
22.103.617/0001-75;2016-12-31;1;Gleba G,;Contrato de locação comercial.
22.340.978/0001-35;2016-12-31;1;0;0
22.684.264/0001-44;2016-12-31;1;Gleba G,;Contrato de locação comercial.
23.381.427/0001-82;2016-12-31;1;EMIS;Não aplicável
23.426.470/0001-17;2016-12-31;1;Gleba G,;Contrato de locação comercial.
23.532.837/0001-87;2016-12-31;1;N/A;N/A
23.533.796/0001-43;2016-12-31;1;N/A;N/A
23.537.203/0001-17;2016-12-31;1;N/A;N/A
23.538.112/0001-04;2016-12-31;1;N/A;N/A
23.570.871/0001-46;2016-12-31;1;N/A;N/A
23.582.914/0001-03;2016-12-31;1;N/A;N/A
23.781.211/0001-04;2016-12-31;1;Hospital Ifor;Contrato pelo prazo de 25 anos reajustado pelo IPCA
23.964.908/0001-10;2016-12-31;1;Imóveis;N/A
24.853.060/0001-15;2016-12-31;1;Saneamento Tocantins;Imóvel de locação comercial
97.521.194/0001-02;2016-12-31;1;CBP Ribeirão;Contrato de Build to Suit atípico com um dos inquilinos. Inquilino só pode sair se pagar todo o restante do contrato.
