CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
09.326.861/0001-39;2016-12-31;3;2017-02-16;FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA;2012-11-01;INVESTIDORES EM GERAL;BRWPLZCTF004;989339;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;09326861000139;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
09.350.920/0001-04;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;2008-07-28;INVESTIDORES EM GERAL;BRSFNDCTF006;981472;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;09350920000104;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2016-12-31
09.552.812/0001-14;2016-12-31;2;2017-02-16;FII BTG PACTUAL FUNDO DE CRI;2013-06-03;INVESTIDORES EM GERAL;BRFEXCCTF007;1461279.9995;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;09552812000114;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
10.347.505/0001-80;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES;2010-01-14;INVESTIDOR QUALIFICADO;;193519.2724;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10347505000180;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br;2016-12-30
10.347.985/0001-80;2016-12-31;1;2017-02-14;FII BB VOTORANTIM JHSF CIDADE JARDIM CONTINENTAL TOWER;2010-12-22;INVESTIDOR QUALIFICADO;BRBBVJCTF001;2710000;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10347985000180;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br;2016-12-31
10.348.185/0001-83;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II;2010-08-18;INVESTIDOR QUALIFICADO;;1057971.6234;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;10348185000183;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br;2016-12-30
10.375.382/0001-91;2016-12-31;2;2017-02-16;FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-11-01;INVESTIDORES EM GERAL;BRFLRPCTF006;48000;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;10375382000191;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
10.427.246/0001-06;2016-12-31;2;2017-02-15;FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO;2012-11-01;INVESTIDOR QUALIFICADO;BRPMEPCTF001;5712008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Não;Sim;Não;Não;Sim;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;10427246000106;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
10.456.799/0001-89;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS;2008-10-24;INVESTIDORES EM GERAL;0;31219;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;10456799000189;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2016-12-31
10.456.810/0001-00;2016-12-31;4;2017-10-24;MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO;2008-10-24;INVESTIDORES EM GERAL;BRDRITCF009;463277;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;10456810000100;AV. CHEDID JAFET;222;BLOCO B - 3º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2016-12-31
10.522.648/0001-81;2016-12-31;1;2017-02-14;DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2009-04-01;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRDOVLCTF006;59466;Sim;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;10522648000181;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030905;32192554;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2016-12-30
10.869.155/0001-12;2016-12-31;2;2017-02-16;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO;2012-10-31;INVESTIDORES EM GERAL;BRPQDPCTF004;238477;Não;Sim;Não;Renda;Shoppings;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;10869155000112;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
10.991.914/0001-15;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE;2009-07-13;INVESTIDORES EM GERAL;BRCXCECTF004;68518;Não;Não;Não;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;CAIXA ECONÔMICA FEDERAL;10991914000115;Avenida Paulista;2300;11º Andar;Cerqueira César;São Paulo;SP;01310-300;(11) 3555-6350;;;www.caixa@gov.br;supot02@caixa.gov.br;2016-12-31
10.993.386/0001-33;2016-12-31;2;2017-02-16;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO;2012-10-31;INVESTIDORES EM GERAL;BRFCASCTF005;1327300;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;10993386000133;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
11.026.627/0001-38;2016-12-31;2;2017-02-16;FII BTG PACTUAL FUNDO DE FUNDOS;2013-06-03;INVESTIDORES EM GERAL;BRBCFFCTF000;4215895.0002;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;11026627000138;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
11.044.355/0001-07;2016-12-31;1;2017-02-14;STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-09-22;INVESTIDOR QUALIFICADO;BRSTRXCTF006;14139.01951612;Sim;Sim;Não;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;OLIVEIRA TRUST DTVM S.A.;11044355000107;Avenida das Américas;500;Bloco 13, sala 205;Barra da Tijuca;Rio de Janeiro;RJ;22640-100;(21)3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2016-12-31
11.160.521/0001-22;2016-12-31;1;2017-02-14;CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII;2009-12-22;INVESTIDORES EM GERAL;BRHGCRCTF000;104709;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;12/2016;Sim;Não;Não;Sim;Não;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;11160521000122;RUA LEOPOLDO COUTO DE MAGALHÃES JR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;www.cshg.com.br;list.imobiliario@cshg.com.br;2016-12-31
11.179.118/0001-45;2016-12-31;2;2017-02-15;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION;2012-10-18;INVESTIDORES EM GERAL;BRFAEDCTF003;642168;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;11179118000145;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
11.233.841/0001-65;2016-12-31;1;2017-02-14;REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2009-12-23;INVESTIDOR QUALIFICADO;BRRLMICTF007;1310444.47640794;Sim;Sim;Não;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;OLIVEIRA TRUST DTVM S.A.;11233841000165;Avenida das Américas;500;Bloco 13, sala 205;Barra da Tijuca;Rio de Janeiro;RJ;22640-100;(21)3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2016-12-31
11.260.134/0001-68;2016-12-31;1;2017-02-14;CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII;2010-10-14;INVESTIDORES EM GERAL;BRHGJHCTF006;165000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;12/2016;Sim;Não;Não;Sim;Não;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;11260134000168;RUA LEOPOLDO COUTO DE MAGALHÃES JR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;www.cshg.com.br;list.imobiliario@cshg.com.br;2016-12-31
11.268.335/0001-01;2016-12-31;2;2017-06-09;JPP FII;2012-01-02;INVESTIDOR PROFISSIONAL;BRJPPDCTF009;153.4270025;Não;Sim;Não;Híbrido;Híbrido;Ativa;Indeterminado;;DEZEMBRO;Não;Sim;Não;Não;Sim;BEM DTVM LTDA;11268335000101;NÚCLEO CIDADE DE DEUS;S/N;PRÉDIO PRATA -  4º ANDAR;VL YARA;OSASCO;SP;06029900;(11) 3684-7125;(11) 3684-3739;;www.bemdtvm.com.br;bemdtvm@bradesco.com.br;2016-12-31
11.274.415/0001-70;2016-12-31;2;2017-02-16;FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL;2012-10-30;INVESTIDORES EM GERAL;BRMAXRCTF009;59245;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;11274415000170;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
11.281.322/0001-72;2016-12-31;2;2017-06-08;FII PRESIDENTE VARGAS;2011-01-03;INVESTIDORES EM GERAL;BRPRSVCTF008;195000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;DEZEMBRO;Sim;Não;Não;Sim;Não;BEM DTVM LTDA;11281322000172;NÚCLEO CIDADE DE DEUS;S/N;PRÉDIO PRATA -  4º ANDAR;VL YARA;OSASCO;SP;06029-900;(11) 3684-7125;(11) 3684-3739;;www.bemdtvm.com.br;bemdtvm@bradesco.com.br;2016-12-31
11.326.746/0001-06;2016-12-31;1;2017-02-13;TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-09-19;INVESTIDOR QUALIFICADO;;17450;Não;Não;Sim;Renda;Outros;Ativa;Indeterminado;;30/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;11326746000106;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;CONTROLADORIA@BRLTRUST.COM.BR;2016-12-31
11.602.654/0001-01;2016-12-31;2;2017-02-15;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA;2012-10-29;INVESTIDORES EM GERAL;BRFCFLCTF009;167000;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;11602654000101;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
11.664.201/0001-00;2016-12-31;2;2017-05-30;FATOR VERITA FII;2010-08-05;INVESTIDORES EM GERAL;BRVRTACTF008;1694502;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;DEZEMBRO;Sim;Não;Não;Sim;Não;BANCO FATOR S.A.;11664201000100;R. DR. RENATO PAES DE BARROS;1017;12º andar;ITAIM BIBI;SÃO PAULO;SP;04530-001;55-(11)30499165;;;www.bancofator.com.br;fundosimobiliarios@fator.com.br;2016-12-30
11.701.400/0001-40;2016-12-31;1;2017-02-15;TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-09-28;INVESTIDOR QUALIFICADO;BRCMPRCTF001;13300000;Sim;Sim;Sim;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;OLIVEIRA TRUST DTVM S.A.;11701400000140;Avenida das Americas;500;Bl. 13 Grupo 205;Barra da Tijuca;Rio de Janeiro;RJ;22640-100;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2016-12-31
11.728.688/0001-47;2016-12-31;1;2017-02-14;CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-05-06;INVESTIDORES EM GERAL;BRHGLGCTF004;340100;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;12/2016;Sim;Não;Não;Sim;Não;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;11728688000147;RUA LEOPOLDO COUTO DE MAGALHÃES JR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;www.cshg.com.br;list.imobiliario@cshg.com.br;2016-12-31
11.769.604/0001-13;2016-12-31;1;2017-02-08;FUNDO DE INVESTIMENTO IMOBILIARIO - FII TOP CENTER;2010-03-26;INVESTIDOR QUALIFICADO;;600399.9999;Não;Não;Sim;Renda;Shoppings;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;11769604000113;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;CONTROLADORIA@BRLTRUST.COM.BR;2016-12-31
11.839.593/0001-09;2016-12-31;1;2017-02-14;TRX REALTY LOGÍSTICA RENDA I FII;2010-08-06;INVESTIDORES EM GERAL;BRTRXLCTF001;1649319;Não;Não;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;11839593000109;Avenida das Américas;500;Bloco 13, sala 205;Barra da Tijuca;Rio de Janeiro;RJ;22640-100;(21)3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2016-12-31
11.945.604/0001-27;2016-12-31;1;2017-02-15;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII;2010-09-27;INVESTIDOR QUALIFICADO;BRRBDSCTF006;126522.998804;Não;Não;Não;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2017-12-31;30/06;Sim;Não;Não;Sim;Não;CITIBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;11945604000127;Avenida Paulista;1111;2º andar;Cerqueira César;São Paulo;SP;01311920;1140097975;;;www.corporatedtvm.com.br;citi.administracao@citi.com;2016-12-31
12.005.956/0001-65;2016-12-31;1;2017-02-14;KINEA RENDA IMOBILIARIA FII;2010-08-11;INVESTIDORES EM GERAL;BRKNRICTF007;13797000;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;INTRAG DISTR DE TITULOS E VALORES MOBILIARIOS LTDA;12005956000165;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;relacionamento.intrag@itau-unibanco.com.br;2016-12-31
12.093.377/0001-11;2016-12-31;1;2017-02-14;VENTURA II-A FUNDO DE INVESTIMENTO IMOBILIARIO;2010-08-12;INVESTIDOR QUALIFICADO;BRVTUDCTF006;744077.503;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;12093377000111;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
12.323.955/0001-69;2016-12-31;2;2017-02-16;SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2011-01-26;INVESTIDOR QUALIFICADO;BRFSBICTF000;1021901.6405;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;12323955000169;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
12.323.987/0001-64;2016-12-31;2;2017-02-15;BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO - FII DESENVOLVIME;2010-12-21;INVESTIDORES EM GERAL;BRFIIDCTF007;559142.018;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;12323987000164;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
12.324.242/0001-10;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL MALLS;2012-07-13;INVESTIDORES EM GERAL;BRWARECTF008;1;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Passiva;Indeterminado;;Dezembro;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;12324242000110;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
12.358.507/0001-09;2016-12-31;1;2017-02-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-02-08;INVESTIDORES EM GERAL;BREXTUCTF000;400235;Não;Sim;Não;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;PLANNER CORRETORA DE VALORES SA;12358507000109;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br;2016-12-31
12.401.858/0001-47;2016-12-31;2;2017-02-15;ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2015-06-01;INVESTIDORES EM GERAL;BRATRNCTF005;10;Não;Sim;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;12401858000147;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com;2016-12-30
12.516.185/0001-70;2016-12-31;1;2017-02-08;FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE;2013-08-14;INVESTIDOR QUALIFICADO;;1060836;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;12516185000170;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;CONTROLADORIA@BRLTRUST.COM.BR;2016-12-31
12.659.641/0001-31;2016-12-31;1;2017-02-14;RIO BRAVO CREDITO IMOBILIARIO I FII;2011-06-22;INVESTIDOR QUALIFICADO;BRRBCBCTF004;53100;Não;Não;Não;Renda;Outros;Ativa;Determinado;2019-04-08;31/12;Sim;Sim;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM - LTDA;12659641000131;Av. Chedid Jafet;222;Bloco B - 3º andar;Vila Olimpia;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;correspondencia@riobravo.com.br;2016-12-31
12.681.340/0001-04;2016-12-31;1;2017-02-14;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;Não;Não;Não;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;12681340000104;Av. das Nações Unidas;14171;torre A, 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@votorantimwm.com.br;2016-12-30
12.804.013/0001-00;2016-12-31;1;2017-02-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;2010-10-25;INVESTIDORES EM GERAL;0;50000;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;12804013000100;RUA DR. JOSÉ MONTAURY;139;5º AO 9º ANDAR;CENTRO;PORTO ALEGRE;RS;90010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2016-12-31
12.809.972/0001-00;2016-12-31;1;2017-02-14;CSHG ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB - FII;2011-03-23;INVESTIDOR QUALIFICADO;BRATSACTF000;171520;Não;Não;Não;Desenvolvimento para Renda;Shoppings;Ativa;Indeterminado;;12/2016;Não;Sim;Não;Sim;Não;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;12809972000100;RUA LEOPOLDO COUTO DE MAGALHÃES JR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;www.cshg.com.br;list.imobiliario@cshg.com.br;2016-12-31
12.811.222/0001-73;2016-12-31;1;2017-02-23;OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-12-30;INVESTIDOR QUALIFICADO;;125519.650443;Não;Não;Sim;Renda;Outros;Ativa;Indeterminado;;30/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;12811222000173;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;CONTROLADORIA@BRLTRUST.COM.BR;2016-12-31
12.834.763/0001-17;2016-12-31;1;2017-02-14;WM RB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-03-02;INVESTIDOR QUALIFICADO;BRWMRBCTF009;66085;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Passiva;Determinado;2023-03-02;12/2016;Sim;Não;Não;Sim;Não;CITIBANK DISTRIBUIDORA DE TÍTULOS E VALORE MOBILIÁRIOS S.A.;12834763000117;Av Paulista;1111;2º andar;Cerqueira César;São Paulo;SP;01311920;(11) 4009-7975;;;www.corporatedtvm.com.br;citi.administracao@citi.com;2016-12-31
12.887.506/0001-43;2016-12-31;1;2017-02-14;FI IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA;2011-12-07;INVESTIDORES EM GERAL;BRCXTLCTF003;53597;Não;Não;Não;Renda;Logística;Passiva;Indeterminado;;12/2016;Sim;Não;Não;Sim;Não;CAIXA ECONÔMICA FEDERAL;12887506000143;AVENIDA PAULISTA;2300;11º andar;BELA VISTA;SÃO PAULO;SP;01310-932;(11) 2159-7266;;;www.caixa.gov.br;supot02@caixa.gov.br;2016-12-30
