CNPJ_Fundo;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
08.014.513/0001-63;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;0.4533;0.4506;;;0.4533;0.4506;;;;;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;10;0;0;3683002.79
08.098.114/0001-28;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;0.2556;0.2552;0.0086;0.0086;0.0271;0.0271;;;0.2315;0.2311;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;90.5;0;0;2741492.35
08.417.532/0001-30;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanda fica a cargo do locatário.;;;;15331.83;0;0;202380819.87
08.431.747/0001-06;2016-12-31;1;0.0217670990254014;0.0103145854596246;0.0653012970762042;0.0309437563788738;0.0544177475635035;0.0257864636490615;0.0761848465889049;0.036101049108686;0.0577775711830089;0.0273785539782419;0.0495236324425791;0.0234673319813502;0.0412696937021493;0.0195561099844585;0.0165078774808597;0.00782244399378339;0.040442364255713;0.0191640705919527;0.034664883647754;0.0164263462216738;0.028887403039795;0.0136886218513948;0.011554961215918;0.00547544874055793;0.475065191579226;0.225115000934145;0.026635;0.0126212952583393;0.0675595889645107;0.0320138734692371;0;0;0.557058412689626;0.263968413842598;0;0;Contratos típicos que seguem a lei do inquilinato, com reajuste anual por índice, aviso prévio e multa por rescisão antecipada.;Gerenciamento das vigências das apólices. Para cotação dos valores em risco do imóvel é considerado o laudo de avaliação feito por empresa independente. Análise de risco para fins de cobertura.;;;;225195.01;0;0;10128916.45
08.610.522/0001-17;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;0;0;9261.45
08.693.497/0001-82;2016-12-31;1;0.0153465940935696;0.0153465940935696;0.00222371290812188;0.00222371290812188;0.00746829524306983;0.00746829524306983;0.019176622200867;0.019176622200867;0.0044193616117419;0.0044193616117419;0.00308268462720316;0.00308268462720316;0.0449054411853335;0.0449054411853335;0.0122751852344909;0.0122751852344909;0.087324090654863;0.087324090654863;0.00499020010289012;0.00499020010289012;0;0;0;0;0.309410973107662;0.309410973107662;0.489376839030187;0.489376839030187;1;1;0;0;0;0;0;0;Em comum, os contratos são reajustados anualmente pelo IGP-M.;Os contratos de seguro consideram o valor de reconstrução do imóvel, considerando orçamento de construtoras.;;;;250227.64;0;0;3501955.6
08.696.175/0001-97;2016-12-31;1;0;;0.066527901013259;;0;;0.142526700888116;;0;;0.140201905953742;;0;;0.209341612477495;;0;;0;;0;;0;;0.441401879667388;;0;;0.122751350468331;;0;;0.877248649531669;;0;;Os ativos do Fundo RB Capital Renda I possuem, em sua maioria, contratos atípicos de locação. A garantia exigida é fiança bancária que garante o pagamento do saldo residual do contrato trazido a valor presente.;Todos os contratos (atípicos ou não) possuem cláusulas que obrigam o locatário a contratar seguro do imóvel.;;;;13941.87;;;1960091
08.706.065/0001-69;2016-12-31;3;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4074;0.3185;;;;;;;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;87.01;0;0;17793362.51
08.924.783/0001-01;2016-12-31;2;;;;;;;;;;;0.0224;0.0027;0.0325;0.0039;0.1023;0.0124;0.0408;0.005;;;0.0149;0.0018;;;0.6779;0.0823;0.07;0.0085;0.9459;0.1148;;;0.0149;0.0018;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;551.22;0;924959.9;39535849.24
09.006.914/0001-34;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.2942;0.2942;0;0;0.7058;0.7058;0;0;Contrato atípico, com reajuste anual pelo IPCA e IGPM.;Todos os contratos de locação (atípicos ou não) possuem cláusulas que obrigam o locatário a contratar seguro do imóvel.;;;;0;0;896805;0
09.072.017/0001-29;2016-12-31;2;0.0368028111432986;0.0234970623646193;0.011367141429051;0.0072377800712443;0.0455153115106189;0.0289808846528565;0.000531185135073428;0.000338220581557121;0.00570493309055899;0.00363249206393284;0.0662736585535259;0.0421983106413417;0.00602942953391119;0.00383910811648602;0.00496684267366129;0.00316252904433447;0.0692743998582655;0.0441089674014395;0.0555829280163017;0.0353912204936278;0.0314876007980977;0.0200490449573648;0.00327729861545211;0.00208674861261193;0.653210134573819;0.415917345962669;0.00987632506836469;0.00628853517862039;0.660758746661516;0.412027800447251;0.0387960366837892;0.0241919546909625;0.287315931562887;0.179223286401713;0.0130292850918079;0.00812464111130082;Contratos típicos que seguem a lei do inquilinato, com reajuste anual por índice, aviso prévio e multa por rescisão antecipada.;Gerenciamento das vigências das apólices. Para cotação dos valores em risco do imóvel é considerado o laudo de avaliação feito por empresa independente. Análise de risco para fins de cobertura.;;;;146411.14;0;0;87721370.4
09.150.967/0001-24;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;;;Fedex: Prazo de locação: 01 de abril de 2013 e término previsto para 31 de março de 2023Comil: Imóvel desocupadoAnhanguera Educacional: Prazo de locação: 26 de outubro de 2012 e término previsto para 25 de outubro de 2027;Fedex: . A LOCATÁRIA renovou  seguro do imóvel que tem vigência até 01/12/2017.Comil: Não existe seguro para o imóvel, em virtude do mesmo encontrar-se desocupadoAnhanguera Educacional: Inquilino não enviou a apólice renovada;;Seguro Patrimonial de responsabilidade do inquilino.;;10.2;;;
09.276.964/0001-31;2016-12-31;2;;;0.0039;0.0039;;;;;0.0058;0.0058;;;;;;;0.0033;0.0033;;;;;;;0.0059;0.0059;0;0;0.0189;0.0189;;;;;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;296.76;0;0;802166.72
09.326.861/0001-39;2016-12-31;3;0.0206;0.0022;0.015;0.0016;0.0123;0.0013;0.0149;0.0016;0.0174;0.0019;0.0264;0.0029;0.0188;0.002;0.0336;0.0037;0.0146;0.0016;0.0381;0.0042;0.0381;0.0042;0.036;0.0039;0.3865;0.0421;0.146;0.0159;;;0.0134;0.0015;0.0372;0.004;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;9.02;0;0;447967.08
09.350.920/0001-04;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Os contratos são de cinco anos, atualizados anualmente pela variação positiva do IGP-M.;Seguros contratados pelos locatários.;;;;21806.7;0;0;789409.78
09.552.812/0001-14;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18070087.97
10.347.505/0001-80;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6168.28;0;0;8628610.88
10.347.985/0001-80;2016-12-31;1;;;;;;;;;;;;;0.5902;0.5538;;;;;;;;;;;0.4098;0.3845;;;;;;;1;0.9435;;;1.) O aluguel será corrigido monetariamente de acordo com o prazo mínimo permitido pela legislação em vigor, periodicidade esta que atualmente é anual. Para os fins de correção monetária, aplicar-se-á a variação positiva do IPCA (Índice Nacional de Preços do Consumidor Amplo), taxa essa que está baseada na variação do índice dos preços de mercado, sendo divulgada pelo IBGE (Instituto Brasileiro de Geografia e Estatística) mensalmente. 2.) Na hipótese de o índice eleito vir a ser extinto, suspenso, ou seu uso deixar de ser permitido, o índice a substituí-lo será o Índice Geral de Preços de Mercado, publicado pela Fundação Getúlio Vargas (IGP-M /FGV) e, caso este último seja extinto, o Índice de Preços ao Consumidor, publicado pela Fundação Instituto de Pesquisas Econômicas (IPC/FIPE) e, na ausência deste último, por qualquer outro índice que venha a substituí-lo, conforme estabelecido por decreto governamental ou de comum acordo entre as partes contratantes, índice esse que indique de forma satisfatória a inflação no período em questão.;1). Pelo presente instrumento, o LOCATÁRIO concorda em segurar o Imóvel Locado contra fogo, responsabilidade civil e danos materiais, e demais itens referentes aà área privativa locada, até o término do prazo contratual, pelo seus valores de mercado atualizado. 1.2). O LOCADOR deverá ser o beneficiário da apólice de seguro a ser contratada será uma das listadas no Anexo do contrato de locação, regularmente estabelecida no Brasil, aprovada pelo LOCADOR. 1.3). O LOCATÁRIO deverá entregar a apólice de seguro ao LOCADOR no prazo máximo de 60 (sessenta) dias após a assinatura do presente Contrato, sendo que tal apólice deverá ser também aprovada previamente pelo LOCADOR. Essa entrega deverá ocorrer necessariamente antes do início das atividades comerciais do LOCATÁRIO. 1.4). Se o LOCATÁRIO não entregar o seguro citado no item 1, acima, ou o LOCADOR não aceitar os termos da apólice, o LOCADOR terá o direito de rescindir o presente Contrato ou de contratar o seguro respectivo, a seu exclusivo critério, ocasião em que o LOCATÁRIO deverá reembolsar o LOCADOR o valor do prêmio, além de ser passível de pagamento ao LOCADOR de multa diária de 2% (dois por cento) do valor do aluguel mensal pelo atraso desde que o mesmo tenha sido causado por ato ou omissão de responsabilidade do LOCATÁRIO, até a data de entrada em vigor da respectiva apólice. 1.5).O seguro mencionado na Cláusula 1. deverá ter vigência a partir da data de início da locação e até o final do prazo da locação ou eventuais prorrogações, sob pena (i) de aplicação da penalidade respectiva estabelecida no contrato de locação ou, (ii) da rescisão antecipada do presente Contrato, a exclusivo critério do LOCADOR. 1.6). O LOCATÁRIO deverá renovar a Apólice anteriormente ao vencimento daquela então vigente, encaminhando em até 60 (sessenta) dias a correspondente via física da Apólice.;;;;30031.12;8839629.27;;
10.348.185/0001-83;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6274.17;0;0;88897906.1
10.375.382/0001-91;2016-12-31;2;0.0355;0.0353;0.0276;0.0274;0.0371;0.0369;0.048;0.0478;0.0032;0.0031;0.029;0.0289;0.0222;0.0221;0.0292;0.0291;0.0018;0.0018;0.0174;0.0173;0.079;0.0787;0.0054;0.0054;0.3415;0.34;0.1647;0.1639;;;;;0.1478;0.1472;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;100;0;0;634352.92
10.427.246/0001-06;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;0.2601;0.2223;0.0011;0.001;0.2613;0.2233;;;;;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;3;0;0;7702793.1
10.456.799/0001-89;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;325028.34;0;0;17486712.1
10.456.810/0001-00;2016-12-31;4;;;;;;;;;;;;;;;;;0.23;0.2028;;;;;0.159;0.1402;;;0.611;0.5386;1;0.8816;;;;;;;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.;É obrigatória a contratação do seguro de preservação dos imóveis, no entanto essa demanda fica a cargo do locatário.;;;;26591.1;0;0;1760258
10.522.648/0001-81;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;Prazo de Contrato 60 mesesPeriodicidade de Pagamento de Aluguel MensalDia de Pagamento de Aluguel 5º dia útilPeriodicidade de Reajuste AnualÍndice de Reajuste IGP-MMulta por atraso 2%Mora por atraso 1% a.m.Aviso de Devolução 30 diasClausula de Rescisão 3 meses de aluguel proporcional ao tempo restante de contratoGarantias Exigidas Fiador, Carta Fiança, Seguro Fiança, Alienação de Cotas, Título de Capitalização;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;;;6875.87;;;1241484.1
10.869.155/0001-12;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2081;0.1045;0.0091;0.0046;0.0031;0.0015;0.1939;0.0974;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;20;0;0;10561681.07
10.991.914/0001-15;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37362.29;5091310.05;;
10.993.386/0001-33;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;0.3907;0.3897;0;0;0.3907;0.3897;;;;;;;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra:a) Cláusulas de Benfeitoriasb) Cláusulas de revisão de aluguel - seguindo a legislação vigentec) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locaçãod) Garantia exigida - as garantias aceitas são garantia bancária (fiança ou seguro fiança) ou deposito cauçãoVale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações.Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações.As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;256.96;0;0;2052786.38
11.026.627/0001-38;2016-12-31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5915531.82
11.044.355/0001-07;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;0.1;0.1;0.1;0.1;0.03;0.03;0.1;0.1;;;Aviso prévio de rescisão 30 diasPagamento antecipado dos contratos temporáriosFiadores para contratos de prazos relevantesReajuste contratual anualPagamento de Encargos Comuns (Condomínio) e Encargos Específicos (IPTU, Água, Energia, Taxas) por parte dos lojistas.;Para o seguro de responsabilidade civil são considerados os itens de maior criticidade e com maior risco de ocorrência de sinistro, tais como:Operação de Shopping CenterEmpregadorDanos Causados por Falhas de Profissional da MédicaDanos ao conteúdo das lojas por Incêndio e/ou explosão - Shopping CenterDanos Morais.Para o seguro empresarial/riscos diversos é utilizado o mesmo critério para contratação, sendo considerados os seguintes itens para cobertura de seguros:Incêndio, inclusive decorrentes de Tumultos, Queda de Raio e Explosão de qualquer Natureza(80% do Valor em Risco)Vendaval/ FumaçaVazamento de SprinklersTumultos, Greves e LockoutQuebra VidrosFidelidadeRC - Guarda de Veículos(incêndio e roubo)RC - Guarda de Veículos(somente roubo)Danos ElétricosLucros Cessantes, inclusive decorrente de TumultosDanos por água decorente a ruptura de tanques e tubulações;Seguro de construção.;;;86517.38;;;13113.73
11.160.521/0001-22;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000.01;0;0;20381899.66
