CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
47.154.849/0001-83;2025-03-31;1;GOGH2703;R. Bancário Francisco M Sobreira, 51;2025-02-17;192.8;1;Nenhuma característica relevante;0.006552;0.003645
47.154.849/0001-83;2025-03-31;1;GOGH2606;R. Bancário Francisco M Sobreira, 51;2025-01-07;192.8;1;Nenhuma característica relevante;0.006552;0.003645
47.154.849/0001-83;2025-03-31;1;GOGH2608;R. Bancário Francisco M Sobreira, 51;2025-03-21;134.9;1;Nenhuma característica relevante;0.004744;0.00264
48.916.699/0001-60;2025-03-31;1;Condominio Faria Lima Plaza - FLP;Avenida Brigadeiro Faria Lima, 929, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05426-100;2025-01-07;69342112;191;Direito de Propriedade;0.31196238502451;42.6442433138565
51.870.412/0001-13;2025-03-31;1;Coral Gables - Vetter;Av. Antônio Joaquim Tavares, nº 824, Bairro Centro, Penha, Estado de Santa Catarina, CEP 88.838-000.;2025-01-17;132.13;1;N/A;0.1569;0.001951
51.870.412/0001-13;2025-03-31;1;Alpha Houses I - Modena;Estrada Lula Chaves, 386 - Santana do Parnaíba;2025-01-24;514.44;2;N/A;0.2862;0.00294
51.870.412/0001-13;2025-03-31;1;Green View - Patrimônio;Rua São Sebastião, 318, Brooklin - São Paulo / SP.;2025-01-27;57.74;1;N/A;0.0572;0.000705
51.870.412/0001-13;2025-03-31;1;Haia Boa Vista - GRM;Av. Boa Vista B, 140 - Boa Vista - Sorocaba - SP;2025-02-14;188.18;1;N/A;0.0695;0.001551
51.870.412/0001-13;2025-03-31;1;Vista Madalena By You, Inc;Rua Paulistânia, 80 - Vila Madalena, São Paulo - SP, 05440-000;2025-02-20;104.94;1;N/A;0.0803;0.002306
51.870.412/0001-13;2025-03-31;1;José Antonio Bortolotto - MGB;R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE;2025-02-28;42.78;1;N/A;0.014612;0.000168
51.870.412/0001-13;2025-03-31;1;José Antonio Bortolotto - MGB;R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE;2025-03-12;213.9;5;N/A;0.073578;0.000836
51.870.412/0001-13;2025-03-31;1;Unlimited - Oscar Freire - Youi, Inc;R. Oscar Freire, 1597 -Cerqueira César  - São Paulo - SP;2025-03-27;220.02;1;N/A;0.125;0.00723
55.793.516/0001-22;2025-03-31;1;P0076-ROOFT;Rua Santo André, nº 366, apartamento 51 e box de garagem G-9, Ed. Amarilis, CEP 09020-230 - Santo André/São Paulo;2025-03-28;164;1;n/a;0;0
