Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
Fundo;30.130.708/0001-28;2025-03-31;1;2025-05-13;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2018-07-03;INVESTIDOR QUALIFICADO;BRKNHYCTF005;28169507;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;30130708000128;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2025-03-31
Classe;30.166.700/0001-11;2025-03-31;1;2025-05-13;FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO;2018-05-24;INVESTIDORES EM GERAL;BRRBRYCTF004;12769512;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;30.178.506/0001-56;2025-03-31;1;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ;2019-12-19;INVESTIDOR QUALIFICADO;;1148.2779087;Sim;Não;Não;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30178506000156;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;05425020;11 3030-7177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.230.870/0001-18;2025-03-31;1;2025-05-15;FII TORDESILHAS EMPREENDIMENTOS IMOBILIARIOS;2019-08-30;INVESTIDORES EM GERAL;BRTORDCTF015;35051354.811238;Não;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30230870000118;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425020;1130307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.248.129/0001-84;2025-03-31;1;2025-05-13;ENCONTRO DAS ÁGUAS II  - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-08-30;INVESTIDOR QUALIFICADO;0;15422150452.1692;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;30248129000184;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;compliance@reag.com.br;2025-03-31
Classe;30.248.158/0001-46;2025-03-31;1;2025-05-15;LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO  FII;2019-08-29;INVESTIDORES EM GERAL;BRLASCCTF003;2940298;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;30.248.180/0001-96;2025-03-31;1;2025-05-15;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-02;INVESTIDORES EM GERAL;BRHCTRCTF003;22084202.9039997;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;30248180000196;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;regulatorio.funds@vortxbr.com;2025-03-31
Classe;30.258.790/0001-70;2025-03-31;1;2025-05-15;PRAZO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-08;INVESTIDOR QUALIFICADO;BRPRZSCTF017;1474616.70753477;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;30258790000170;Avenida Faria Lima;1355;15 Andar;Jardim Paulistano;São Paulo;SP;01452002;1128273500;;;www.singulare.com.br;fii.adm@singulare.com.br;2025-03-31
Classe;30.492.505/0001-81;2025-03-31;1;2025-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO CCPAR;2018-06-11;INVESTIDOR QUALIFICADO;BRCDUPCTF004;390449332;Sim;Não;Não;Renda;Híbrido;Ativa;Determinado;2037-06-10;31/12;Não;Não;Sim;Não;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;30492505000181;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br;2025-03-31
;30.495.165/0001-42;2025-03-31;1;2025-05-15;NE LOGISTIC FII;2018-09-12;INVESTIDOR QUALIFICADO;BRNELOCTF001;438700;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;30495165000142;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22.440-032;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2025-03-31
Classe;30.567.216/0001-02;2025-03-31;1;2025-05-15;BRC RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-05-17;INVESTIDORES EM GERAL;BRFATNCTF000;4234552;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;30567216000102;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br;2025-03-31
;30.578.275/0001-78;2025-03-31;1;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;2018-08-15;INVESTIDOR QUALIFICADO;BRFIGVCTF003;75710.9750359;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;30578275000178;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.578.351/0001-45;2025-03-31;1;2025-05-15;VX XII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-27;INVESTIDOR QUALIFICADO;BR01MDCTF007;302908.90730024;Não;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;30578351000145;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.578.417/0001-05;2025-03-31;1;2025-05-15;HABITAT RECEBÍVEIS PULVERIZADOS FII;2019-07-29;INVESTIDORES EM GERAL;BRHABTCTF001;8126783;Não;Não;Não;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30578417000105;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425020;1130307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.629.603/0001-18;2025-03-31;1;2025-05-14;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;2018-11-09;INVESTIDORES EM GERAL;BRLVBICTF002;16118565;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;30.642.032/0001-51;2025-03-31;1;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO BACURI;2018-04-18;INVESTIDOR PROFISSIONAL;0;16038.8755123;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE  TÍTULOS E VALORES MOBILIÁRIOS S.A.;30642032000151;Avenida Faria Lima;2369;15 andar;Jardim Paulistano;São Paulo;SP;01452922;(11) 3504-6800;;;www.reag.com.br;compliance@reag.com.br;2025-03-31
Classe;30.647.758/0001-87;2025-03-31;1;2025-04-28;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII;2019-12-16;INVESTIDORES EM GERAL;BRRBHGCTF002;2167957;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;30647758000187;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;30.654.849/0001-40;2025-03-31;1;2025-05-15;V2 PRIME PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-12-04;INVESTIDORES EM GERAL;BRXPPRCTF000;7316171;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;30654849000140;Rua Gilberto Sabino;215;4º Andar;Pinheiros;SÃO PAULA;SP;05425-020;11 3030-7177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
;30.816.679/0001-52;2025-03-31;1;2025-05-14;KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-22;INVESTIDOR QUALIFICADO;BR003HCTF006;387995.18142;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-03-21;30/06;Sim;Não;Não;Sim;Não;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;30816679000152;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2025-03-31
Classe;30.871.660/0001-09;2025-03-31;1;2025-05-14;VBI ULIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-11-30;INVESTIDOR QUALIFICADO;BR018CCTF005;390774.66596487;Não;Não;Não;Desenvolvimento para Renda;Residencial;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;30871660000109;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;30.871.698/0001-81;2025-03-31;1;2025-05-13;FII MULTI RENDA URBANA;2020-01-16;INVESTIDORES EM GERAL;BRHBRHCTF000;2823180;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;30871698000181;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;30.982.880/0001-00;2025-03-31;1;2025-04-25;JPP CAPITAL RECEBÍVEIS IMOBILIÁRIOS;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;Não;Não;Não;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;30982880000100;Avenida Paulista;1842;Torre Norte Térreo Loja 8;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br;2025-03-31
Classe;30.982.923/0001-57;2025-03-31;1;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;2018-08-07;INVESTIDOR QUALIFICADO;BR016KCTF002;791524557.3883;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30982923000157;Rua Gilberto Sabino;215;4º Andar;Pinheiros;SÃO PAULO;SP;5425-020;11 3030 7177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;30.982.974/0001-89;2025-03-31;1;2025-05-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;276446;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;30982974000189;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br;2025-03-31
Classe;30.983.020/0001-90;2025-03-31;1;2025-05-14;XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;30983020000190;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22.440-032;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2025-03-31
Classe;31.145.875/0001-05;2025-03-31;1;2025-05-15;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-06-15;INVESTIDOR PROFISSIONAL;;301487584.464454;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BANCO GENIAL S.A.;31145875000105;PRAIA DE BOTAFOGO;228;9 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21)3923-3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2025-03-31
Classe;31.152.015/0001-07;2025-03-31;1;2025-05-15;HECTARE DESENVOLVIMENTO STUDENT HOUSING - FII;2019-08-30;INVESTIDORES EM GERAL;BRHCSTCTF001;531226.434272;Não;Não;Não;Desenvolvimento para Renda;Residencial;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;31152015000107;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425020;1130307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;31.161.410/0001-48;2025-03-31;1;2025-05-13;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII;2020-02-20;INVESTIDORES EM GERAL;BRRBIRCTF007;1528615;Não;Não;Não;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2026-02-20;30/06;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;31161410000148;AVENIDA DAS AMÉRICAS;3434;BL. 7 SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2025-03-31
Classe;31.373.514/0001-16;2025-03-31;1;2025-05-02;SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-07-13;INVESTIDOR QUALIFICADO;0;12231732.6611041;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31373514000116;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br;2025-03-31
Classe;31.469.385/0001-64;2025-03-31;1;2025-05-13;EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-15;INVESTIDOR QUALIFICADO;BRERPACTF002;500922;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;31469385000164;Avenida das Américas;3.434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2025-03-31
Classe;31.508.219/0001-20;2025-03-31;1;2025-05-15;MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-18;INVESTIDOR QUALIFICADO;BRMOFFCTF002;220066;Não;Não;Sim;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;31508219000120;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;21 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2025-03-31
Classe;31.524.769/0001-32;2025-03-31;1;2025-05-12;ELEV BRÁS FUNDO DE INVESTIMENTO IMOBILIARIO;2008-10-17;INVESTIDOR QUALIFICADO;0;144413.3759;Não;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31524769000132;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;compliance@seferinvestimentos.com.br;2025-03-31
Classe;31.524.789/0001-03;2025-03-31;1;2025-05-02;PORTO PREMIUM FUNDO DE INVESTIMENTO IMOBILIARIO;2018-08-20;INVESTIDORES EM GERAL;0;40.73481058;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31524789000103;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br;2025-03-31
Classe;31.544.493/0001-54;2025-03-31;1;2025-05-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO ECOPARQUE;2020-12-19;INVESTIDOR PROFISSIONAL;0;231473.07105556;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31544493000154;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;compliance@seferinvestimentos.com.br;2025-03-31
Classe;31.544.514/0001-31;2025-03-31;1;2025-05-02;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;2008-10-17;INVESTIDOR QUALIFICADO;0;64808739.8317798;Não;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31544514000131;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br;2025-03-31
Classe;31.547.782/0001-07;2025-03-31;1;2025-05-07;AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-12-03;INVESTIDOR QUALIFICADO;BR026WCTF006;47836.7789;Não;Não;Não;Desenvolvimento para Venda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;31547782000107;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;31.547.989/0001-81;2025-03-31;1;2025-04-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO AMÉRICA LOGÍSTICA;2021-04-29;INVESTIDORES EM GERAL;0;78114.87789461;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31547989000181;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;compliance@seferinvestimentos.com.br;2025-03-31
Classe;31.713.934/0001-02;2025-03-31;1;2025-04-28;APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIARIO;2019-12-26;INVESTIDOR PROFISSIONAL;0;35781536.6203331;Não;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;31713934000102;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;compliance@seferinvestimentos.com.br;2025-03-31
Classe;31.772.231/0001-47;2025-03-31;1;2025-05-14;JACARANDA I FII;2020-01-28;INVESTIDOR QUALIFICADO;;15228824.9133521;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;2023-11-15;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;31772231000147;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;31.887.401/0001-39;2025-03-31;1;2025-05-13;CAIXA RIO BRAVO FUNDO DE FII II;2019-04-18;INVESTIDORES EM GERAL;BRCRFFCTF006;690040;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;CAIXA ECONÔMICA FEDERAL;31887401000139;Avenida Paulista;750;9º andar;Cerqueira César;São Paulo;SP;01310.908;11 3572.4600;;;www.caixa.gov.br;geafi06@caixa.gov.br;2025-03-31
Classe;31.894.369/0001-19;2025-03-31;1;2025-05-15;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-07-12;INVESTIDORES EM GERAL;BRHOFCCTF009;3779001;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;HEDGE INVESTMENTS DTVM LTDA;31894369000119;AVENIDA BRIGADEIRO FARIA LIMA;3600;11° ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2025-03-31
Classe;31.907.591/0001-09;2025-03-31;1;2025-05-14;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134265.99999999;Não;Não;Não;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;31907591000109;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;31.962.875/0001-06;2025-03-31;1;2025-05-15;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;4506371.3782;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;31962875000106;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;32.000.013/0001-57;2025-03-31;1;2025-05-15;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR PROFISSIONAL;;655090.43426895;Sim;Sim;Não;Híbrido;Híbrido;Ativa;Determinado;2068-10-29;31/12;Não;Não;Sim;Não;Não;OLIVEIRA TRUST DTVM S.A.;32000013000157;Avenida das Américas;3.434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2025-03-31
Classe;32.006.821/0001-21;2025-03-31;1;2025-05-13;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FII;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;15495797;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;32006821000121;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2025-03-31
Classe;32.065.364/0001-46;2025-03-31;1;2025-05-15;CARTESIA RECEBIVEIS IMOB;2019-10-17;INVESTIDORES EM GERAL;BRCACRCTF004;4836324;Não;Não;Não;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;BANCO DAYCOVAL S/A;32065364000146;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br;2025-03-31
