CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Ativo,Principais_Caracteristicas,Valor,CNPJ_Fundo
,2019-03-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",51086984.54,14.786.587/0001-10
,2019-09-30,2,Centauro,CDU,11700000.0,15.576.907/0001-70
,2019-12-31,1,Centauro,CDU,11300000.0,15.576.907/0001-70
,2019-03-31,1,Paulinea do Brasil,,14524177.0,16.543.270/0001-89
,2019-03-31,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",76720843.06,16.543.270/0001-89
,2019-03-31,1,SPE Santo André,23km ao norte de Porto Seguro,12408384.32,16.543.270/0001-89
,2019-03-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2019-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MG),21024910.36,16.543.270/0001-89
,2019-03-31,1,Vereda dos Lagos,Loteamento de 420 lotes de 500m distribuidos em um area bruta total de 354.701m,35851130.0,16.543.270/0001-89
,2019-03-31,1,Superavit Participações,Residencial Jequitiba,69264805.0,16.543.270/0001-89
,2019-03-31,1,Comarca de Caeté,Imóvel rural constituido por uma gleba de 40 hectares e 30 hares de terras no municipio de Minas,26045033.74,16.543.270/0001-89
,2019-06-28,1,Paulinea do Brasil,,7700000.0,16.543.270/0001-89
,2019-06-28,1,SPE Santo André,23km ao norte de Porto Seguro,171773.87,16.543.270/0001-89
,2019-06-28,1,Superavit Participações,Residencial Jequitiba,10000000.0,16.543.270/0001-89
,2019-06-28,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2019-06-28,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2019-06-28,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2019-06-28,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2019-09-30,1,Paulinea do Brasil,,7700000.0,16.543.270/0001-89
,2019-09-30,1,SPE Santo André,23km ao norte de Porto Seguro,171773.87,16.543.270/0001-89
,2019-09-30,1,Superavit Participações,Residencial Jequitiba,10000000.0,16.543.270/0001-89
,2019-09-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2019-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2019-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2019-09-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2019-12-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2019-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2019-12-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2019-12-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2019-03-31,1,"One Park - Rodovia Índio Tibiriçá, nº 6.000","86313,48 de ABL - 62,5% de direito sobre o imóvel",75253492.77,16.671.412/0001-93
,2019-03-31,2,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2019-06-30,2,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2019-09-30,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2019-12-31,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2019-03-31,2,0,0,0.0,17.590.518/0001-25
,2019-06-30,1,0,0,0.0,17.590.518/0001-25
,2019-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",22034750.0,21.500.514/0001-86
,2019-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",20833908.35,21.500.514/0001-86
,2019-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",13675587.0,21.500.514/0001-86
,2019-03-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,180555206.35,23.781.211/0001-04
,2019-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,132035975.24,23.781.211/0001-04
,2019-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,229876476.82,23.781.211/0001-04
,2019-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,127920888.82,23.781.211/0001-04
,2019-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,56845078.44,23.781.211/0001-04
,2019-03-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,230724426.42,23.781.211/0001-04
,2019-06-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,178169014.21,23.781.211/0001-04
,2019-06-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,130298659.79,23.781.211/0001-04
,2019-06-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,227329525.84,23.781.211/0001-04
,2019-06-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,126360877.99,23.781.211/0001-04
,2019-06-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,56151845.76,23.781.211/0001-04
,2019-06-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,228370095.54,23.781.211/0001-04
,2019-09-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,175782822.07,23.781.211/0001-04
,2019-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,128561344.34,23.781.211/0001-04
,2019-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,224782574.86,23.781.211/0001-04
,2019-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,124800867.16,23.781.211/0001-04
,2019-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,55458613.08,23.781.211/0001-04
,2019-09-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,226015764.66,23.781.211/0001-04
,2019-12-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,173396629.93,23.781.211/0001-04
,2019-12-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,126824028.89,23.781.211/0001-04
,2019-12-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,222235623.88,23.781.211/0001-04
,2019-12-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,123240856.33,23.781.211/0001-04
,2019-12-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,54765380.4,23.781.211/0001-04
,2019-12-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,223611433.78,23.781.211/0001-04
,2019-03-29,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,21481981.01,24.070.076/0001-51
,2019-03-29,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,17308410.75,24.070.076/0001-51
,2019-03-29,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2019-03-29,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2019-06-28,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,21122689.15,24.070.076/0001-51
,2019-06-28,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,16449405.73,24.070.076/0001-51
,2019-06-28,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2019-06-28,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2019-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,20280498.4,24.070.076/0001-51
,2019-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,15969768.75,24.070.076/0001-51
,2019-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2019-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2019-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2019-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFORTE,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2019-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,19181076.21,24.070.076/0001-51
,2019-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15596933.9,24.070.076/0001-51
,2019-03-31,1,PIGMC3,,147311269.0,26.269.251/0001-60
,2019-06-28,1,PIGMC3,,147311269.0,26.269.251/0001-60
,2019-06-28,1,Direito de Uso - Projeto Metro,Despesas incorridas com a Concorrencia 40356285 - Concessão Direito Real de uso de 07 (sete) terminais de ônibus urbanos edificáveis e Concessão de uso de 08 (oito) terminais de ônibus urbanos não edificáveis integrados às Linhas 1 - azul e 3 - vermelha do Metro de São Paulo.,1053766.81,27.771.568/0001-62
,2019-09-30,1,Direito de Uso - Projeto Metro,Despesas incorridas com a Concorrencia 40356285 - Concessão Direito Real de uso de 07 (sete) terminais de ônibus urbanos edificáveis e Concessão de uso de 08 (oito) terminais de ônibus urbanos não edificáveis integrados às Linhas 1 - azul e 3 - vermelha do Metro de São Paulo.,1098766.81,27.771.568/0001-62
,2019-12-31,1,Direito de Uso - Projeto Metro,Despesas incorridas com a Concorrencia 40356285 - Concessão Direito Real de uso de 07 (sete) terminais de ônibus urbanos edificáveis e Concessão de uso de 08 (oito) terminais de ônibus urbanos não edificáveis integrados às Linhas 1 - azul e 3 - vermelha do Metro de São Paulo.,1098766.81,27.771.568/0001-62
,2019-03-29,3,Green 2000 Empreendimentos Imob. S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",1127661.28,27.771.586/0001-44
,2019-03-29,3,PDG BH Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Belo Horizonte,23855.27,27.771.586/0001-44
,2019-03-29,3,PDG Nova Lima Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Nova LIma,248034.47,27.771.586/0001-44
,2019-03-29,3,Rio II Park Empreendimentos Imobiliários S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",801.76,27.771.586/0001-44
,2019-03-29,3,HESA 55 Empreendimentos Imobiliários Ltda.,"3.032.000 quotas (20%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",816060.41,27.771.586/0001-44
,2019-03-29,3,HESA 107 Empreendimentos Imobiliários Ltda.,"246.450 quotas (3%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",888647.47,27.771.586/0001-44
,2019-03-29,3,HESA 98 Empreendimentos Imobiliários Ltda.,"450.000 quotas (25%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",8552811.73,27.771.586/0001-44
,2019-03-29,3,Green 3000 Empreendimentos Imob. Ltda.,"4.189.992 quotas (80%) da Sociedade Limitada que tem como objeto social a compra, venda e incorporação de bens imóveis.",6224474.31,27.771.586/0001-44
,2019-06-28,2,Green 2000 Empreendimentos Imob. S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",1127661.28,27.771.586/0001-44
,2019-06-28,2,PDG BH Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Belo Horizonte,23855.27,27.771.586/0001-44
,2019-06-28,2,PDG Nova Lima Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Nova LIma,248034.47,27.771.586/0001-44
,2019-06-28,2,Rio II Park Empreendimentos Imobiliários S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",801.76,27.771.586/0001-44
,2019-06-28,2,HESA 55 Empreendimentos Imobiliários Ltda.,"3.032.000 quotas (20%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",816060.41,27.771.586/0001-44
,2019-06-28,2,HESA 107 Empreendimentos Imobiliários Ltda.,"246.450 quotas (3%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",888647.47,27.771.586/0001-44
,2019-06-28,2,HESA 98 Empreendimentos Imobiliários Ltda.,"450.000 quotas (25%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",8552811.73,27.771.586/0001-44
,2019-06-28,2,Green 3000 Empreendimentos Imob. Ltda.,"4.189.992 quotas (80%) da Sociedade Limitada que tem como objeto social a compra, venda e incorporação de bens imóveis.",6224474.31,27.771.586/0001-44
,2019-09-30,1,Green 2000 Empreendimentos Imob. S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",1127661.28,27.771.586/0001-44
,2019-09-30,1,PDG BH Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Belo Horizonte,23855.27,27.771.586/0001-44
,2019-09-30,1,PDG Nova Lima Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Nova LIma,248034.47,27.771.586/0001-44
,2019-09-30,1,Rio II Park Empreendimentos Imobiliários S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",801.76,27.771.586/0001-44
,2019-09-30,1,HESA 55 Empreendimentos Imobiliários Ltda.,"3.032.000 quotas (20%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",816060.41,27.771.586/0001-44
,2019-09-30,1,HESA 107 Empreendimentos Imobiliários Ltda.,"246.450 quotas (3%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",888647.47,27.771.586/0001-44
,2019-09-30,1,HESA 98 Empreendimentos Imobiliários Ltda.,"450.000 quotas (25%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",8552811.73,27.771.586/0001-44
,2019-09-30,1,Green 3000 Empreendimentos Imob. Ltda.,"4.189.992 quotas (80%) da Sociedade Limitada que tem como objeto social a compra, venda e incorporação de bens imóveis.",6224474.31,27.771.586/0001-44
,2019-09-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",148656.38,28.267.530/0001-10
,2019-12-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5,28.267.530/0001-10
,2019-03-31,1,,,0.0,28.516.650/0001-03
,2019-06-30,1,,,0.0,28.516.650/0001-03
,2019-09-30,1,,,0.0,28.516.650/0001-03
,2019-12-31,1,,,0.0,28.516.650/0001-03
,2019-03-31,1,,,0.0,28.693.595/0001-27
,2019-06-30,1,,,0.0,28.693.595/0001-27
,2019-09-30,1,,,0.0,28.693.595/0001-27
,2019-12-31,1,,,0.0,28.693.595/0001-27
,2019-06-30,1,,,0.0,30.791.386/0001-68
,2019-09-30,1,,,0.0,30.791.386/0001-68
,2019-12-31,2,,,0.0,30.791.386/0001-68
,2019-06-28,1,BBM PORTO BRAS,,34213000.0,31.524.789/0001-03
,2019-12-31,1,LAJES CP - CONCÓRDIA,PARTICIPAÇÃO CP CONCÓRDIA - EMPREENDIMENTO IMOBILIÁRIO,25000000.0,31.713.934/0001-02
,2019-12-31,1,CI 003 EMPREENDIMENTOS IMOBILIARIOS LTDA,SPE que faz investimentos em imoveis para venda,11018570.0,34.508.923/0001-70
,2017-03-31,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",1028050.06,00.613.094/0001-74
,2017-06-30,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2017-09-30,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2017-12-31,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2017-03-31,1,Dique Seco,Arrend Mercantil Financeiro,288163976.13,03.855.441/0001-63
,2017-03-31,1,Vitória,Arrend Mercantil Financeiro,816021775.59,03.855.441/0001-63
,2017-03-31,1,Santos,Arrend Mercantil Financeiro,618866643.87,03.855.441/0001-63
,2017-06-30,1,Dique Seco,Arrend Mercantil Financeiro,222253520.14,03.855.441/0001-63
,2017-06-30,1,Vitória,Arrend Mercantil Financeiro,843038753.73,03.855.441/0001-63
,2017-06-30,1,Santos,Arrend Mercantil Financeiro,653711888.97,03.855.441/0001-63
,2017-09-30,1,Dique Seco,Arrend Mercantil Financeiro,222253520.14,03.855.441/0001-63
,2017-09-30,1,Vitória,Arrend Mercantil Financeiro,843038753.73,03.855.441/0001-63
,2017-09-30,1,Santos,Arrend Mercantil Financeiro,653711888.97,03.855.441/0001-63
,2017-12-31,1,Dique Seco,Arrend Mercantil Financeiro,222253520.14,03.855.441/0001-63
,2017-12-31,1,Vitória,Arrend Mercantil Financeiro,843038753.73,03.855.441/0001-63
,2017-12-31,1,Santos,Arrend Mercantil Financeiro,653711888.97,03.855.441/0001-63
,2017-03-31,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2017-06-30,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2017-09-30,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2017-12-31,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2017-03-31,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2017-06-30,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2017-09-29,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2017-12-29,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2017-09-29,1,Cemitério Terra Santa,1900 Jazigos,9500000.0,13.584.584/0001-31
,2017-09-29,1,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2017-12-31,1,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2017-12-31,1,Cemitério Terra Santa,900 Jazigos,4500000.0,13.584.584/0001-31
,2017-12-31,1,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2017-12-31,1,Cemitério Parque da Allamandas,2300 Jazigos,13800000.0,13.584.584/0001-31
,2017-12-29,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",1199007.25,14.423.780/0001-97
,2017-12-29,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",13947660.44,14.423.780/0001-97
,2017-03-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2017-06-30,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2017-09-30,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2017-12-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2017-06-30,1,Paulinea do Brasil,"Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE",12908604.0,16.543.270/0001-89
,2017-06-30,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",56981204.0,16.543.270/0001-89
,2017-06-30,1,SPE Santo André,23km ao norte de Porto Seguro,10234045.0,16.543.270/0001-89
,2017-06-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2017-06-30,1,Terras Empreendimentos,"Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG)",18315820.85,16.543.270/0001-89
,2017-06-30,1,West Convention,"19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia",2240000.0,16.543.270/0001-89
,2017-09-29,1,Paulinea do Brasil,"Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE",12908604.0,16.543.270/0001-89
,2017-09-29,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",56981204.0,16.543.270/0001-89
,2017-09-29,1,SPE Santo André,23km ao norte de Porto Seguro,10234045.0,16.543.270/0001-89
,2017-09-29,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2017-09-29,1,Terras Empreendimentos,"Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG)",18315820.85,16.543.270/0001-89
,2017-09-29,1,West Convention,"19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia",2240000.0,16.543.270/0001-89
