CNPJ_Fundo_Classe,Data_Referencia,Versao,Classe,Nome_Endereco_Imovel,Justificativa_Evolucao_Inferior_Previsto,Justificativa_Custo_Superior_Previsto,CNPJ_Fundo
49.553.783/0001-20,2023-09-30,1,Imóveis para venda em construção,YOU Unlimited,,"A obra está adiantada 2,92% em relação ao previsto no cronograma.O Cronograma incial foi reajustado pela YouInc em 19/07/23, tornando a curva mais conservadora e aderente ao planejamento daconstrutora, sem dilatação do prazo final de obra",
49.553.783/0001-20,2023-12-31,1,Imóveis para venda em construção,YOU Unlimited,,"A obra está adiantada 2,92% em relação ao previsto no cronograma.O Cronograma incial foi reajustado pela YouInc em 19/07/23, tornando a curva mais conservadora e aderente ao planejamento daconstrutora, sem dilatação do prazo final de obra",
49.553.783/0001-20,2023-12-31,1,Imóveis para venda em construção,Haia Boa Vista - GRM,"A obra encontra-se atrasada devido o atraso no início dos serviços, consequentemente atrasando a execução da fundação.",,
50.180.894/0001-17,2023-09-30,1,Imóveis para renda em construção,NEW PATTEO,,,
50.180.894/0001-17,2023-09-30,1,Imóveis para renda em construção,PATTEO SÃO BERNARDO,,,
50.180.894/0001-17,2023-09-30,1,Imóveis para renda em construção,MY WAY GUANABARA,,,
50.180.894/0001-17,2023-09-30,1,Imóveis para renda em construção,VILA NOVA,,,
50.180.894/0001-17,2023-12-31,2,Imóveis para renda em construção,MY WAY GUANABARA,,,
50.180.894/0001-17,2023-12-31,2,Imóveis para renda em construção,VILA NOVA,,,
50.180.894/0001-17,2023-12-31,2,Imóveis para renda em construção,NEW PATTEO,,,
50.180.894/0001-17,2023-12-31,2,Imóveis para renda em construção,PATTEO SÃO BERNARDO,,,
50.569.855/0001-06,2023-12-29,1,Imóveis para renda em construção,,,,
50.750.438/0001-65,2023-12-31,2,Imóveis para venda em construção,You Oscar - Unidades 2201,,,
50.750.438/0001-65,2023-12-31,2,Imóveis para venda em construção,You Oscar - Unidades 2402,,,
50.750.438/0001-65,2023-12-31,2,Imóveis para venda em construção,You Oscar - Unidades 2601,,,
50.750.438/0001-65,2023-12-31,2,Imóveis para venda em construção,You Oscar - Unidades 2801,,,
50.957.247/0001-79,2023-12-29,1,Imóveis para renda em construção,JOAO_LUIZ_M_COUTINHO,,,
50.957.247/0001-79,2023-12-29,1,Imóveis para renda em construção,ANITA_GARIBALDI,,,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Glória Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Arete Toriba - Toriba Sudoeste,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,S Design,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Tiê Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Zenture,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,All - Jardim Oceânico,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Nurban,N.A.,N.A.,
01.235.622/0001-61,2024-03-28,1,Imóveis para venda em construção,Lineu 708,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Arete Toriba - Toriba Sudoeste,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,All - Jardim Oceânico,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Nurban,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,S Design,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Lineu 708,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Glória Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Tiê Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-06-30,1,Imóveis para venda em construção,Zenture,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,S Design,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,All - Jardim Oceânico,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Nurban,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Zenture,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Tiê Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Arete Toriba - Toriba Sudoeste,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Lineu 708,N.A.,N.A.,
01.235.622/0001-61,2024-09-30,1,Imóveis para venda em construção,Glória Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Glória Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Zenture,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Lineu 708,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,S Design,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Arete Toriba - Toriba Sudoeste,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,All - Jardim Oceânico,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Tiê Residencial,N.A.,N.A.,
01.235.622/0001-61,2024-12-31,1,Imóveis para venda em construção,Nurban,N.A.,N.A.,
08.417.532/0001-30,2024-03-31,1,Imóveis para renda em construção,Expansão Lubrax,,,
08.417.532/0001-30,2024-06-30,1,Imóveis para renda em construção,Expansão Lubrax,,,
08.417.532/0001-30,2024-09-30,1,Imóveis para renda em construção,Expansão Lubrax,,,
08.417.532/0001-30,2024-12-31,1,Imóveis para renda em construção,Expansão Lubrax,,,
08.693.497/0001-82,2024-03-31,2,Imóveis para renda em construção,Informação não apresentada,,,
08.693.497/0001-82,2024-06-30,1,Imóveis para renda em construção,Informação não apresentada,,,
08.693.497/0001-82,2024-09-30,1,Imóveis para renda em construção,Informação não apresentada,,,
11.728.688/0001-47,2024-03-28,1,Imóveis para renda em construção,-,,,
11.728.688/0001-47,2024-06-30,1,Imóveis para renda em construção,-,,,
11.728.688/0001-47,2024-09-30,1,Imóveis para renda em construção,-,,,
11.728.688/0001-47,2024-12-31,1,Imóveis para renda em construção,-,,,
12.989.974/0001-29,2024-03-28,2,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2024-03-28,2,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2024-06-28,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2024-09-30,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas,O FII PM não arca com custo de construção.,
12.989.974/0001-29,2024-12-31,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas,O FII PM não arca com custo de construção.,
13.320.290/0001-00,2024-03-28,1,Imóveis para renda em construção,"R. Leopoldo C AP 311, Sao Paulo-SP",,,
13.320.290/0001-00,2024-03-28,1,Imóveis para renda em construção,"R. Leopoldo C AP 321, Sao Paulo-SP",,,
13.584.584/0001-31,2024-03-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2024-06-30,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2024-09-30,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.584.584/0001-31,2024-12-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,
13.726.079/0001-84,2024-03-31,2,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
13.726.079/0001-84,2024-06-30,1,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
13.726.079/0001-84,2024-09-30,1,Imóveis para renda em construção,BELMIRA MARIM,Em análise,Não se aplica,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2024-03-31,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-06-28,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2024-09-30,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Aretê - Peninsula Norte,N.A.,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Costa Mare,N.A.,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Iluminato,"Prazo de obra replanejado, após atraso no desmonte de rocha.",N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,The Gallery,N.A.,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Maison Laranjeiras,Tarefas replanejadas,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Aretê - Alto Ybirá,N.A.,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Crystal Blue,Atraso na contratação de serviços.,N.A.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Blanc 260,Replanejamento de cronograma,Antecipação de compra de mateiral.,
14.721.889/0001-00,2024-12-31,1,Imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,Atraso na contratação de serviços.,N.A.,
15.461.076/0001-91,2024-03-28,1,Imóveis para renda em construção,31 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2024-03-28,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2024-03-28,1,Imóveis para renda em construção,51 Unidades Master no Hotel,,,
15.461.076/0001-91,2024-03-28,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2024-06-28,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2024-06-28,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2024-06-28,1,Imóveis para renda em construção,28 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2024-06-28,1,Imóveis para renda em construção,51 Unidades Master no Hotel,,,
15.461.076/0001-91,2024-09-30,1,Imóveis para renda em construção,51 Unidades Master no Hotel,,,
15.461.076/0001-91,2024-09-30,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2024-09-30,1,Imóveis para renda em construção,25 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2024-09-30,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
15.461.076/0001-91,2024-12-31,1,Imóveis para renda em construção,51 Unidades Master no Hotel,,,
15.461.076/0001-91,2024-12-31,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,
15.461.076/0001-91,2024-12-31,1,Imóveis para renda em construção,43 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,
15.461.076/0001-91,2024-12-31,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,
16.915.968/0001-88,2024-03-31,1,Imóveis para renda em construção,Corifeu,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-06-28,1,Imóveis para renda em construção,Paes de Barros,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-06-28,1,Imóveis para renda em construção,Corifeu,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-09-30,1,Imóveis para renda em construção,Corifeu,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-09-30,1,Imóveis para renda em construção,Paes de Barros,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-12-31,1,Imóveis para renda em construção,Paes de Barros,de acordo com o previsto,de acordo com o previsto,
16.915.968/0001-88,2024-12-31,1,Imóveis para renda em construção,Corifeu,de acordo com o previsto,de acordo com o previsto,
17.311.079/0001-74,2024-03-31,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2024-06-30,2,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2024-09-30,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
17.311.079/0001-74,2024-12-31,1,Imóveis para renda em construção,não se aplica,não se aplica,não se aplica,
18.259.637/0001-62,2024-03-31,1,Imóveis para renda em construção,,,,
18.259.637/0001-62,2024-03-31,1,Imóveis para venda em construção,,,,
18.259.637/0001-62,2024-06-30,2,Imóveis para venda em construção,,,,
18.259.637/0001-62,2024-06-30,2,Imóveis para renda em construção,,,,
18.259.637/0001-62,2024-09-30,1,Imóveis para renda em construção,,,,
18.259.637/0001-62,2024-09-30,1,Imóveis para venda em construção,,,,
18.369.510/0001-04,2024-03-31,1,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2024-06-30,1,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2024-09-30,1,Imóveis para renda em construção,.,.,.,
18.369.510/0001-04,2024-12-31,1,Imóveis para renda em construção,.,,,
19.249.989/0001-08,2024-12-31,1,Imóveis para venda em construção,Não aplicável,,,
20.265.467/0001-70,2024-03-31,2,Imóveis para venda em construção,Informação não apresentada,,,
20.265.467/0001-70,2024-06-30,1,Imóveis para venda em construção,Informação não apresentada,,,
20.265.467/0001-70,2024-09-30,1,Imóveis para venda em construção,Informação não apresentada,,,
20.265.467/0001-70,2024-12-31,1,Imóveis para venda em construção,Informação não apresentada,,,
21.085.863/0001-89,2024-03-31,1,Imóveis para renda em construção,Eldorado,,,
21.085.863/0001-89,2024-06-30,1,Imóveis para renda em construção,Eldorado,,,
21.085.863/0001-89,2024-09-30,1,Imóveis para renda em construção,Eldorado,,,
21.085.863/0001-89,2024-12-31,1,Imóveis para renda em construção,Eldorado,,,
21.408.063/0001-51,2024-03-28,1,Imóveis para renda em construção,JC 586,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 301 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-03-31,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 301 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-06-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 301 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-09-30,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 5 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 301 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 102 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 101 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 1 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 3 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 202 - Bl 4 - Village Acqua,,,
22.646.161/0001-90,2024-12-31,1,Imóveis para venda em construção,Frad.E - Unid. 201 - Bl 5 - Village Acqua,,,
23.964.843/0001-03,2024-06-30,1,Imóveis para venda em construção,TER_TUMIARU,,,
23.964.843/0001-03,2024-09-30,1,Imóveis para venda em construção,TER_TUMIARU,,,
23.964.843/0001-03,2024-12-31,1,Imóveis para venda em construção,TER_TUMIARU,,,
24.853.044/0001-22,2024-03-31,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2024-06-30,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2024-09-30,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
24.853.044/0001-22,2024-12-31,1,Imóveis para renda em construção,Castelo 57 Business Park,,,
26.191.053/0001-20,2024-03-28,1,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
26.191.053/0001-20,2024-06-28,1,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada,
26.502.794/0001-85,2024-03-31,1,Imóveis para renda em construção,Especulativo Extrema,,,
26.502.794/0001-85,2024-06-30,1,Imóveis para renda em construção,Especulativo Extrema,Detalhes explicados acima.,Detalhes explicados acima.,
26.502.794/0001-85,2024-09-30,1,Imóveis para renda em construção,Especulativo Extrema,Detalhes explicados acima.,Detalhes explicados acima.,
26.502.794/0001-85,2024-12-31,1,Imóveis para renda em construção,Especulativo Extrema,Detalhes explicados acima.,Detalhes explicados acima.,
27.368.617/0001-10,2024-03-31,2,Imóveis para renda em construção,Informação não apresentada,,,
27.368.617/0001-10,2024-06-30,1,Imóveis para renda em construção,Informação não apresentada,,,
27.368.617/0001-10,2024-09-30,1,Imóveis para renda em construção,Informação não apresentada,,,
27.368.617/0001-10,2024-12-31,1,Imóveis para renda em construção,Informação não apresentada,,,
27.538.477/0001-81,2024-06-30,1,Imóveis para venda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
27.538.477/0001-81,2024-09-30,1,Imóveis para venda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
27.538.477/0001-81,2024-12-31,1,Imóveis para venda em construção,Não há informação apresentada,Não há informação apresentada,Não há informação apresentada,
28.516.325/0001-40,2024-03-31,1,Imóveis para renda em construção,Informação não apresentada.,,,
28.516.325/0001-40,2024-06-28,1,Imóveis para renda em construção,Informação não apresentada.,,,
28.516.325/0001-40,2024-09-30,2,Imóveis para renda em construção,Informação não apresentada.,,,
28.516.650/0001-03,2024-03-31,1,Imóveis para venda em construção,Haia Boa Vista - GRM,"A obra encontra-se atrasada devido o atraso no início dos serviços, consequentemente atrasando a execução da fundação.",,
28.516.650/0001-03,2024-03-31,1,Imóveis para venda em construção,YOU Unlimited,,"O Cronograma incial foi reajustado pela YouInc em 19/07/23, tornando a curva mais conservadora e aderente ao planejamento daconstrutora, sem dilatação do prazo final de obra. Sendo assim, a obra está adiantada 2,92% em relação ao previsto no cronograma.",
28.516.650/0001-03,2024-03-31,1,Imóveis para venda em construção,Stillo Barra - AGER,O atraso é em função de problemas (dificuldade) par execução das fundações das torres - rochas,,
28.516.650/0001-03,2024-03-31,1,Imóveis para venda em construção,MGB,"O atraso é reflexo das dificuldades da equipe em desmobilizar e mobilizar andaimes e formas entre os blocos em execução, impactando no avanço de outras atividades previstas.",,
28.516.650/0001-03,2024-03-31,1,Imóveis para venda em construção,Edifício Gibran,"A construtora vem tentando recuperar o atraso apresentado, porém, não tem conseguido realizar a concretagem das últimas lajes conforme o previsto",,
28.516.650/0001-03,2024-06-30,1,Imóveis para venda em construção,Condomínio Wish 675 - EBM,"A obra está em ritmo lento, porém o ""atraso"" é de menos de 1%, normal para o estágio da obra, e passível de recuperação",,
28.516.650/0001-03,2024-06-30,1,Imóveis para venda em construção,Edifício Gibran,"A construtora vem tentando recuperar o atraso apresentado, porém, não tem conseguido realizar a concretagem das últimas lajes conforme o previsto",,
28.516.650/0001-03,2024-06-30,1,Imóveis para venda em construção,Haia Boa Vista - GRM,"A obra encontra-se atrasada devido o atraso no início dos serviços, consequentemente atrasando a execução da fundação.",,
28.516.650/0001-03,2024-06-30,1,Imóveis para venda em construção,MGB,"O atraso é reflexo das dificuldades da equipe em desmobilizar e mobilizar andaimes e formas entre os blocos em execução, impactando no avanço de outras atividades previstas.",,
